I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-73, -58, 14, 65, -43, -21, -4, -87, -175, -136, -87, -29, 
-73, -58, 14, 65, -43, -21, -4, -87, -175, -136, -87, -29, 
-87, -63, 24, 75, -56, -19, 0, -78, -161, -131, -73, -24, 
-92, -58, 34, 75, -63, -12, 14, -73, -156, -122, -68, -24, 
-97, -58, 39, 78, -68, -9, 24, -58, -151, -117, -63, -24, 
-102, -48, 53, 75, -78, 2, 29, -53, -141, -112, -58, -19, 
-122, -43, 78, 82, -100, 17, 39, -39, -126, -97, -39, -4, 
-92, -43, 48, 68, -70, 2, 39, -39, -117, -92, -34, -4, 
-78, -34, 43, 56, -61, 4, 39, -34, -122, -82, -39, -4, 
-48, -24, 24, 36, -36, 0, 39, -39, -126, -92, -39, -14, 
0, -19, -19, 9, 9, -19, 29, -48, -136, -107, -58, -29, 
0, -19, -19, 9, 9, -19, 29, -39, -146, -107, -58, -19, 
0, -19, -19, 9, 9, -19, 29, -39, -146, -107, -58, -19, 
0, -19, -19, 9, 9, -19, 29, -39, -146, -107, -58, -19, 
0, -19, -19, 9, 9, -19, 29, -39, -146, -107, -58, -19, 
-4, -9, -4, 7, 0, -7, 29, -29, -136, -107, -58, -9, 
-4, 0, 4, 2, -4, 2, 29, -24, -136, -102, -58, -9, 
-9, 4, 14, 2, -12, 9, 34, -24, -131, -102, -53, -9, 
-9, 9, 19, 0, -14, 14, 34, -19, -126, -92, -53, -4, 
-14, 9, 24, 2, -19, 17, 39, -9, -117, -82, -53, -4, 
-14, 9, 24, 2, -19, 17, 29, -9, -117, -82, -53, -4, 
-9, 9, 19, 0, -14, 14, 19, -19, -117, -82, -48, -4, 
-14, 14, 29, 0, -21, 21, 9, -24, -117, -82, -48, -4, 
-14, 14, 29, 0, -21, 21, 9, -34, -112, -82, -43, 4, 
-14, 19, 34, -2, -24, 26, 0, -48, -117, -87, -39, 9, 
-14, 19, 34, -2, -24, 26, -9, -68, -122, -87, -39, 9, 
-14, 19, 34, -2, -24, 26, -19, -73, -126, -87, -34, 14, 
-14, 19, 34, -2, -24, 26, -19, -87, -131, -87, -34, 14, 
-14, 14, 29, 0, -21, 21, -24, -87, -131, -87, -34, 14, 
-9, 14, 24, -2, -17, 19, -29, -87, -126, -87, -34, 14, 
-4, 14, 19, -4, -12, 17, -29, -87, -126, -87, -29, 14, 
-9, 29, 39, -9, -24, 34, -24, -87, -126, -87, -24, 19, 
-19, 43, 63, -12, -41, 53, -24, -92, -126, -87, -19, 29, 
-34, 43, 78, -4, -56, 61, -29, -92, -126, -87, -14, 34, 
-48, 43, 92, 2, -70, 68, -29, -87, -136, -82, -14, 34, 
-39, 48, 87, -4, -63, 68, -34, -107, -146, -87, -29, 29, 
-29, 53, 82, -12, -56, 68, -39, -112, -151, -97, -34, 24, 
-9, 58, 68, -24, -39, 63, -43, -117, -156, -102, -39, 19, 
0, 63, 63, -31, -31, 63, -48, -126, -161, -107, -43, 19, 
9, 78, 68, -43, -29, 73, -58, -126, -161, -107, -39, 29, 
9, 82, 73, -46, -31, 78, -63, -126, -161, -97, -39, 34, 
14, 97, 82, -56, -34, 90, -63, -126, -151, -92, -34, 39, 
24, 97, 73, -61, -24, 85, -63, -126, -151, -92, -29, 39, 
14, 97, 82, -56, -34, 90, -53, -126, -151, -92, -29, 39, 
14, 87, 73, -51, -29, 80, -53, -122, -151, -97, -29, 39, 
14, 82, 68, -48, -26, 75, -48, -117, -151, -97, -29, 39, 
4, 68, 63, -36, -29, 65, -43, -112, -141, -92, -29, 29, 
-4, 48, 53, -21, -29, 51, -19, -87, -131, -92, -19, 29, 
-9, 39, 48, -14, -29, 43, -19, -87, -131, -92, -29, 19, 
-14, 24, 39, -4, -26, 31, -24, -92, -131, -102, -29, 14, 
-29, 14, 43, 7, -36, 29, -24, -92, -141, -107, -34, 9, 
-43, -4, 39, 24, -41, 17, -14, -92, -136, -107, -34, 9, 
-63, -14, 48, 39, -56, 17, -9, -92, -136, -107, -39, 4, 
-78, -24, 53, 51, -65, 14, -9, -92, -141, -107, -43, 0, 
-87, -43, 43, 65, -65, 0, -9, -102, -151, -107, -53, -9, 
-102, -53, 48, 78, -75, -2, -4, -107, -170, -131, -73, -29, 
-107, -68, 39, 87, -73, -14, -4, -107, -180, -136, -82, -34, 
-112, -78, 34, 95, -73, -21, -4, -112, -180, -146, -92, -34, 
-112, -82, 29, 97, -70, -26, -4, -112, -185, -146, -92, -43, 
-97, -92, 4, 95, -51, -43, -9, -117, -200, -156, -107, -53, 
-87, -102, -14, 95, -36, -58, -9, -122, -204, -165, -117, -63, 
-78, -107, -29, 92, -24, -68, -14, -126, -209, -175, -126, -73, 
-68, -107, -39, 87, -14, -73, -24, -136, -214, -185, -136, -82, 
-78, -117, -39, 97, -19, -78, -14, -136, -219, -190, -126, -78, 
-78, -117, -39, 97, -19, -78, -14, -131, -219, -195, -126, -78, 
-82, -122, -39, 102, -21, -80, -14, -126, -219, -195, -131, -78, 
-82, -122, -39, 102, -21, -80, -14, -122, -219, -195, -131, -78, 
-92, -131, -39, 112, -26, -85, -4, -122, -209, -185, -122, -78, 
-92, -131, -39, 112, -26, -85, 0, -117, -209, -185, -122, -78, 
-92, -131, -39, 112, -26, -85, 0, -117, -209, -185, -122, -78, 
-92, -136, -43, 114, -24, -90, 0, -117, -209, -185, -126, -78, 
-112, -131, -19, 122, -46, -75, 0, -107, -209, -175, -136, -68, 
-117, -131, -14, 124, -51, -73, 0, -107, -209, -175, -136, -73, 
-122, -131, -9, 126, -56, -70, 0, -107, -209, -175, -136, -73, 
-126, -131, -4, 129, -61, -68, 0, -107, -209, -175, -136, -73, 
-126, -131, -4, 129, -61, -68, 4, -117, -219, -185, -146, -73, 
-126, -136, -9, 131, -58, -73, 4, -112, -219, -185, -146, -78, 
-126, -136, -9, 131, -58, -73, 4, -112, -219, -185, -146, -78, 
-126, -136, -9, 131, -58, -73, 4, -112, -219, -185, -146, -78, 
-107, -136, -29, 122, -39, -82, -4, -122, -224, -200, -156, -92, 
-102, -136, -34, 119, -34, -85, -4, -122, -234, -204, -156, -92, 
-97, -136, -39, 117, -29, -87, -4, -122, -239, -209, -156, -92, 
-92, -136, -43, 114, -24, -90, -4, -122, -244, -214, -161, -92, 
-102, -141, -39, 122, -31, -90, 4, -112, -239, -209, -151, -92, 
-102, -141, -39, 122, -31, -90, 9, -112, -234, -204, -151, -87, 
-102, -141, -39, 122, -31, -90, 9, -112, -229, -200, -151, -87, 
-102, -141, -39, 122, -31, -90, 9, -112, -224, -195, -151, -87, 
-102, -141, -39, 122, -31, -90, 0, -112, -224, -195, -151, -87, 
-102, -141, -39, 122, -31, -90, 0, -112, -224, -195, -151, -87, 
-102, -141, -39, 122, -31, -90, 0, -112, -224, -195, -151, -87, 
-107, -141, -34, 124, -36, -87, 0, -112, -224, -195, -151, -87, 
-107, -141, -34, 124, -36, -87, 9, -102, -214, -195, -141, -87, 
-122, -141, -19, 131, -51, -80, 24, -102, -219, -185, -141, -87, 
-131, -141, -9, 136, -61, -75, 39, -92, -219, -190, -141, -82, 
-146, -141, 4, 143, -75, -68, 58, -68, -219, -190, -156, -97, 
-161, -141, 19, 151, -90, -61, 82, -43, -224, -180, -156, -107, 
-180, -126, 53, 153, -117, -36, 112, -14, -214, -165, -156, -97, 
-200, -112, 87, 156, -143, -12, 126, 9, -175, -141, -136, -87, 
-195, -117, 78, 156, -136, -19, 126, 43, -131, -107, -112, -82, 
-165, -117, 48, 141, -107, -34, 112, 68, -82, -68, -107, -87, 
-112, -117, -4, 114, -53, -61, 87, 68, -48, -29, -87, -87, 
-68, -92, -24, 80, -21, -58, 58, 63, 14, 29, -39, -63, 
-29, -63, -34, 46, 2, -48, 34, 117, 117, 131, 48, -29, 
14, -39, -53, 12, 34, -46, 39, 234, 248, 244, 126, 4, 
73, -4, -78, -34, 75, -41, 73, 400, 409, 370, 209, 24, 
141, 34, -107, -87, 124, -36, 107, 600, 614, 536, 322, 58, 
224, 87, -136, -156, 180, -24, 107, 746, 858, 736, 453, 107, 
317, 151, -165, -234, 241, -7, 68, 756, 1049, 912, 580, 161, 
405, 239, -165, -322, 285, 36, -19, 590, 1180, 1049, 717, 234, 
473, 336, -136, -405, 305, 100, -112, 351, 1288, 1200, 858, 307, 
527, 444, -82, -485, 305, 180, -190, 97, 1405, 1366, 1000, 395, 
590, 522, -68, -556, 329, 226, -229, -53, 1566, 1522, 1127, 458, 
634, 551, -82, -592, 358, 234, -229, -58, 1756, 1678, 1234, 483, 
668, 536, -131, -602, 400, 202, -258, -39, 1873, 1722, 1278, 483, 
658, 492, -165, -575, 412, 163, -287, -82, 1815, 1590, 1224, 453, 
619, 414, -204, -517, 412, 104, -297, -175, 1600, 1312, 1098, 414, 
561, 326, -234, -444, 397, 46, -331, -302, 1298, 995, 922, 375, 
458, 239, -219, -348, 339, 9, -370, -444, 966, 702, 717, 297, 
307, 175, -131, -241, 219, 21, -390, -668, 575, 424, 527, 244, 
165, 146, -19, -156, 92, 63, -409, -941, 107, 126, 326, 214, 
73, 126, 53, -100, 9, 90, -434, -1112, -331, -151, 117, 170, 
-19, 82, 102, -31, -61, 92, -444, -1141, -570, -331, -19, 131, 
-78, 39, 117, 19, -97, 78, -429, -1063, -595, -366, -68, 92, 
-82, -4, 78, 43, -80, 36, -395, -941, -527, -336, -82, 63, 
-82, -39, 43, 61, -63, 2, -351, -824, -478, -326, -107, 29, 
-102, -48, 53, 75, -78, 2, -307, -736, -439, -322, -126, 9, 
-112, -34, 78, 73, -95, 21, -283, -692, -419, -302, -126, 9, 
-102, -14, 87, 58, -95, 36, -273, -629, -380, -278, -122, 9, 
-102, 4, 107, 48, -104, 56, -234, -527, -326, -224, -97, 4, 
-97, 19, 117, 39, -107, 68, -200, -424, -263, -180, -68, 14, 
-92, 29, 122, 31, -107, 75, -156, -341, -209, -151, -58, 4, 
-82, 14, 97, 34, -90, 56, -112, -258, -175, -122, -58, 4, 
-82, 0, 82, 41, -82, 41, -58, -180, -141, -97, -48, -4, 
-87, -9, 78, 48, -82, 34, -29, -136, -131, -97, -53, -4, 
-78, -29, 48, 53, -63, 9, -9, -107, -141, -112, -63, -24, 
-39, -43, -4, 41, -17, -24, -9, -82, -141, -126, -87, -48, 
-24, -53, -29, 39, 2, -41, 0, -73, -151, -141, -97, -53, 
-48, -68, -19, 58, -14, -43, 19, -58, -151, -131, -102, -63, 
-73, -87, -14, 80, -29, -51, 34, -43, -136, -126, -97, -63, 
-78, -87, -9, 82, -34, -48, 34, -24, -136, -136, -87, -58, 
-82, -92, -9, 87, -36, -51, 39, -14, -136, -136, -87, -58, 
-82, -97, -14, 90, -34, -56, 43, -9, -136, -141, -92, -58, 
-78, -97, -19, 87, -29, -58, 43, -4, -136, -146, -92, -58, 
-87, -107, -19, 97, -34, -63, 43, -4, -136, -146, -107, -58, 
-87, -107, -19, 97, -34, -63, 48, 0, -136, -146, -112, -58, 
-87, -107, -19, 97, -34, -63, 48, 4, -136, -146, -112, -68, 
-82, -107, -24, 95, -29, -65, 48, 14, -136, -146, -112, -68, 
-92, -107, -14, 100, -39, -61, 48, 14, -131, -146, -112, -58, 
-92, -107, -14, 100, -39, -61, 53, 19, -131, -146, -112, -58, 
-92, -107, -14, 100, -39, -61, 63, 24, -131, -146, -112, -63, 
-92, -107, -14, 100, -39, -61, 63, 29, -131, -146, -112, -63, 
-97, -112, -14, 104, -41, -63, 73, 39, -122, -136, -102, -63, 
-102, -112, -9, 107, -46, -61, 73, 43, -117, -136, -102, -63, 
-107, -112, -4, 109, -51, -58, 73, 43, -117, -131, -102, -63, 
-112, -112, 0, 112, -56, -56, 73, 48, -117, -131, -102, -63, 
-92, -112, -19, 102, -36, -65, 68, 39, -117, -136, -107, -73, 
-82, -112, -29, 97, -26, -70, 63, 39, -122, -141, -112, -78, 
-73, -112, -39, 92, -17, -75, 58, 43, -122, -141, -117, -82, 
-58, -112, -53, 85, -2, -82, 53, 43, -122, -146, -117, -87, 
-68, -107, -39, 87, -14, -73, 53, 43, -122, -146, -107, -78, 
-68, -107, -39, 87, -14, -73, 53, 48, -122, -141, -102, -73, 
-73, -107, -34, 90, -19, -70, 58, 53, -112, -131, -97, -73, 
-73, -107, -34, 90, -19, -70, 58, 58, -112, -131, -97, -73, 
-78, -112, -34, 95, -21, -73, 68, 63, -107, -131, -97, -73, 
-73, -112, -39, 92, -17, -75, 68, 63, -107, -131, -97, -68, 
-73, -112, -39, 92, -17, -75, 68, 63, -102, -131, -97, -63, 
-73, -107, -34, 90, -19, -70, 68, 68, -102, -126, -92, -63, 
-73, -97, -24, 85, -24, -61, 58, 68, -97, -126, -92, -63, 
-73, -97, -24, 85, -24, -61, 58, 78, -97, -126, -92, -58, 
-73, -97, -24, 85, -24, -61, 58, 78, -92, -122, -92, -58, 
-73, -97, -24, 85, -24, -61, 58, 78, -92, -122, -92, -58, 
-63, -82, -19, 73, -21, -51, 58, 78, -97, -131, -97, -68, 
-58, -82, -24, 70, -17, -53, 58, 78, -92, -126, -92, -68, 
-53, -82, -29, 68, -12, -56, 58, 82, -87, -122, -92, -68, 
-48, -82, -34, 65, -7, -58, 58, 87, -82, -117, -92, -63, 
-48, -92, -43, 70, -2, -68, 58, 87, -78, -112, -92, -63, 
-58, -87, -29, 73, -14, -58, 58, 92, -73, -112, -87, -63, 
-48, -82, -34, 65, -7, -58, 58, 97, -73, -112, -87, -63, 
-39, -82, -43, 61, 2, -63, 58, 97, -68, -107, -87, -63, 
-43, -73, -29, 58, -7, -51, 58, 107, -63, -87, -82, -53, 
-48, -68, -19, 58, -14, -43, 58, 112, -58, -87, -78, -53, 
-53, -68, -14, 61, -19, -41, 58, 117, -53, -82, -68, -53, 
-53, -68, -14, 61, -19, -41, 58, 122, -48, -82, -58, -48, 
-58, -68, -9, 63, -24, -39, 68, 126, -34, -78, -58, -48, 
-53, -68, -14, 61, -19, -41, 63, 126, -29, -73, -58, -48, 
-53, -63, -9, 58, -21, -36, 63, 136, -24, -73, -53, -48, 
-58, -63, -4, 61, -26, -34, 63, 141, -19, -63, -48, -43, 
-48, -48, 0, 48, -24, -24, 53, 131, -14, -68, -48, -53, 
-39, -48, -9, 43, -14, -29, 48, 141, -9, -63, -43, -48, 
-29, -48, -19, 39, -4, -34, 48, 146, -4, -58, -39, -48, 
-14, -48, -34, 31, 9, -41, 48, 151, 0, -53, -34, -48, 
-4, -48, -43, 26, 19, -46, 39, 146, 9, -43, -43, -53, 
-4, -48, -43, 26, 19, -46, 39, 151, 14, -39, -39, -53, 
4, -48, -53, 21, 29, -51, 39, 161, 19, -34, -34, -48, 
9, -39, -48, 14, 29, -43, 39, 170, 19, -24, -24, -48, 
0, -34, -34, 17, 17, -34, 39, 175, 34, -29, -29, -39, 
0, -34, -34, 17, 17, -34, 39, 180, 43, -19, -24, -39, 
9, -29, -39, 9, 24, -34, 39, 185, 53, -9, -19, -34, 
14, -24, -39, 4, 26, -31, 39, 200, 63, -4, -14, -34, 
9, -19, -29, 4, 19, -24, 39, 204, 73, 0, -9, -19, 
4, -14, -19, 4, 12, -17, 39, 214, 82, 14, -4, -19, 
9, -9, -19, 0, 14, -14, 34, 229, 92, 19, 4, -9, 
14, -4, -19, -4, 17, -12, 34, 239, 107, 29, 9, -9, 
4, 9, 4, -7, 0, 7, 34, 239, 117, 53, 24, -4, 
9, 14, 4, -12, 2, 9, 34, 248, 136, 58, 34, 0, 
14, 19, 4, -17, 4, 12, 34, 258, 146, 68, 43, 0, 
19, 24, 4, -21, 7, 14, 29, 273, 161, 78, 53, 4, 
48, 19, -29, -34, 39, -4, 14, 278, 175, 78, 53, -4, 
68, 24, -43, -46, 56, -9, 14, 287, 190, 87, 58, -4, 
78, 29, -48, -53, 63, -9, 14, 302, 204, 102, 73, 0, 
87, 34, -53, -61, 70, -9, 14, 312, 224, 112, 82, 4, 
102, 43, -58, -73, 80, -7, -4, 317, 234, 126, 82, 9, 
112, 48, -63, -80, 87, -7, -9, 322, 244, 131, 92, 14, 
122, 53, -68, -87, 95, -7, -9, 331, 263, 136, 102, 19, 
136, 63, -73, -100, 104, -4, -9, 341, 273, 151, 112, 24, 
136, 68, -68, -102, 102, 0, -9, 346, 297, 165, 122, 19, 
136, 68, -68, -102, 102, 0, -19, 356, 312, 180, 131, 24, 
141, 73, -68, -107, 104, 2, -19, 366, 326, 195, 146, 29, 
146, 78, -68, -112, 107, 4, -19, 375, 341, 219, 161, 29, 
146, 87, -58, -117, 102, 14, -14, 385, 361, 239, 180, 43, 
146, 102, -43, -124, 95, 29, -19, 385, 375, 248, 185, 43, 
151, 112, -39, -131, 95, 36, -24, 390, 385, 248, 195, 53, 
161, 122, -39, -141, 100, 41, -24, 395, 400, 258, 204, 53, 
185, 131, -53, -158, 119, 39, -39, 390, 405, 268, 204, 58, 
195, 136, -58, -165, 126, 39, -48, 395, 414, 268, 214, 63, 
204, 141, -63, -173, 134, 39, -53, 400, 424, 278, 219, 68, 
209, 146, -63, -178, 136, 41, -53, 400, 434, 283, 229, 68, 
214, 161, -53, -187, 134, 53, -48, 395, 439, 292, 239, 78, 
214, 165, -48, -190, 131, 58, -53, 395, 444, 297, 244, 78, 
224, 170, -53, -197, 139, 58, -53, 390, 448, 302, 244, 87, 
224, 175, -48, -200, 136, 63, -53, 380, 448, 302, 248, 92, 
219, 170, -48, -195, 134, 61, -53, 385, 458, 312, 263, 97, 
214, 175, -39, -195, 126, 68, -53, 385, 458, 317, 263, 102, 
200, 180, -19, -190, 109, 80, -53, 380, 448, 317, 263, 102, 
195, 180, -14, -187, 104, 82, -53, 370, 444, 307, 263, 102, 
200, 180, -19, -190, 109, 80, -53, 370, 424, 297, 263, 97, 
195, 180, -14, -187, 104, 82, -53, 361, 409, 297, 258, 97, 
190, 180, -9, -185, 100, 85, -53, 341, 390, 287, 258, 97, 
185, 180, -4, -183, 95, 87, -53, 326, 375, 278, 248, 87, 
180, 175, -4, -178, 92, 85, -43, 312, 361, 263, 229, 78, 
170, 170, 0, -170, 85, 85, -39, 302, 346, 253, 214, 78, 
161, 161, 0, -161, 80, 80, -34, 292, 322, 229, 204, 73, 
151, 156, 4, -153, 73, 80, -29, 278, 292, 209, 185, 68, 
122, 146, 24, -134, 48, 85, -19, 263, 273, 200, 180, 68, 
112, 136, 24, -124, 43, 80, -9, 244, 248, 175, 161, 63, 
107, 126, 19, -117, 43, 73, 0, 234, 224, 156, 146, 58, 
87, 117, 29, -102, 29, 73, 4, 219, 195, 141, 126, 48, 
78, 102, 24, -90, 26, 63, 19, 209, 165, 131, 126, 34, 
68, 92, 24, -80, 21, 58, 24, 190, 146, 112, 112, 29, 
53, 78, 24, -65, 14, 51, 29, 170, 117, 92, 97, 24, 
39, 68, 29, -53, 4, 48, 34, 156, 92, 73, 78, 19, 
29, 58, 29, -43, 0, 43, 43, 151, 78, 63, 53, 14, 
24, 43, 19, -34, 2, 31, 43, 136, 53, 39, 39, 4, 
14, 34, 19, -24, -2, 26, 43, 122, 29, 19, 24, 0, 
4, 24, 19, -14, -7, 21, 43, 107, 4, 0, 4, 0, 
9, 24, 14, -17, -2, 19, 34, 92, -19, -24, -19, -19, 
-4, 14, 19, -4, -12, 17, 34, 78, -39, -34, -34, -24, 
-9, 9, 19, 0, -14, 14, 34, 63, -48, -48, -39, -24, 
-14, 0, 14, 7, -14, 7, 34, 48, -68, -63, -53, -29, 
-24, -9, 14, 17, -19, 2, 34, 43, -73, -73, -63, -43, 
-34, -9, 24, 21, -29, 7, 29, 29, -87, -82, -73, -48, 
-34, -19, 14, 26, -24, -2, 29, 14, -92, -92, -82, -53, 
-43, -24, 19, 34, -31, -2, 24, 4, -107, -102, -82, -58, 
-58, -29, 29, 43, -43, 0, 34, 0, -117, -112, -87, -53, 
-63, -34, 29, 48, -46, -2, 34, 0, -126, -122, -92, -53, 
-63, -43, 19, 53, -41, -12, 34, 4, -131, -122, -97, -53, 
-68, -48, 19, 58, -43, -14, 34, 4, -136, -131, -102, -53, 
-58, -48, 9, 53, -34, -19, 29, -4, -146, -141, -112, -73, 
-58, -53, 4, 56, -31, -24, 29, -14, -151, -146, -117, -73, 
-58, -58, 0, 58, -29, -29, 24, -29, -156, -151, -122, -73, 
-58, -58, 0, 58, -29, -29, 24, -39, -161, -151, -122, -73, 
-68, -68, 0, 68, -34, -34, 24, -29, -151, -151, -112, -82, 
-68, -68, 0, 68, -34, -34, 24, -29, -151, -156, -117, -82, 
-58, -73, -14, 65, -21, -43, 24, -34, -151, -161, -117, -82, 
-58, -73, -14, 65, -21, -43, 24, -34, -156, -161, -117, -82, 
-73, -73, 0, 73, -36, -36, 24, -39, -161, -156, -107, -73, 
-73, -78, -4, 75, -34, -41, 24, -39, -161, -151, -112, -73, 
-73, -78, -4, 75, -34, -41, 24, -39, -165, -151, -112, -73, 
-73, -78, -4, 75, -34, -41, 19, -39, -165, -146, -112, -73, 
-73, -78, -4, 75, -34, -41, 29, -39, -170, -156, -122, -73, 
-73, -78, -4, 75, -34, -41, 29, -43, -170, -156, -126, -73, 
-73, -78, -4, 75, -34, -41, 29, -43, -165, -156, -126, -73, 
-78, -78, 0, 78, -39, -39, 29, -43, -165, -156, -126, -73, 
-73, -87, -14, 80, -29, -51, 29, -53, -175, -165, -136, -82, 
-68, -87, -19, 78, -24, -53, 29, -53, -175, -165, -136, -82, 
-63, -87, -24, 75, -19, -56, 29, -53, -175, -165, -131, -82, 
-58, -87, -29, 73, -14, -58, 29, -58, -175, -165, -131, -82, 
-58, -87, -29, 73, -14, -58, 29, -48, -175, -165, -131, -73, 
-63, -87, -24, 75, -19, -56, 29, -48, -175, -165, -126, -78, 
-68, -87, -19, 78, -24, -53, 29, -48, -175, -165, -126, -78, 
-73, -87, -14, 80, -29, -51, 29, -48, -175, -161, -126, -73, 
-73, -78, -4, 75, -34, -41, 19, -58, -180, -161, -126, -82, 
-68, -78, -9, 73, -29, -43, 24, -53, -180, -161, -126, -82, 
-63, -78, -14, 70, -24, -46, 24, -53, -180, -161, -126, -82, 
-58, -78, -19, 68, -19, -48, 24, -53, -180, -161, -126, -82, 
-53, -78, -24, 65, -14, -51, 29, -53, -175, -161, -117, -82, 
-53, -78, -24, 65, -14, -51, 29, -53, -170, -161, -117, -82, 
-58, -73, -14, 65, -21, -43, 29, -48, -170, -161, -122, -82, 
-68, -73, -4, 70, -31, -39, 29, -48, -165, -161, -122, -82, 
-58, -82, -24, 70, -17, -53, 29, -39, -175, -161, -122, -78, 
-58, -82, -24, 70, -17, -53, 29, -39, -170, -161, -122, -78, 
-58, -82, -24, 70, -17, -53, 34, -39, -170, -161, -122, -82, 
-63, -82, -19, 73, -21, -51, 34, -39, -170, -161, -117, -82, 
-53, -73, -19, 63, -17, -46, 34, -39, -175, -161, -117, -82, 
-53, -73, -19, 63, -17, -46, 34, -39, -175, -161, -122, -78, 
-53, -73, -19, 63, -17, -46, 34, -39, -175, -161, -126, -78, 
-48, -73, -24, 61, -12, -48, 34, -39, -175, -161, -131, -78, 
-58, -73, -14, 65, -21, -43, 24, -43, -165, -151, -126, -78, 
-58, -73, -14, 65, -21, -43, 24, -43, -165, -146, -122, -82, 
-63, -73, -9, 68, -26, -41, 24, -43, -165, -146, -117, -82, 
-63, -73, -9, 68, -26, -41, 24, -43, -165, -146, -112, -78, 
-53, -73, -19, 63, -17, -46, 34, -43, -165, -156, -117, -87, 
-48, -73, -24, 61, -12, -48, 34, -43, -165, -151, -122, -82, 
-48, -73, -24, 61, -12, -48, 34, -43, -165, -151, -126, -82, 
-48, -73, -24, 61, -12, -48, 34, -43, -161, -156, -131, -82, 
-58, -82, -24, 70, -17, -53, 43, -39, -161, -156, -122, -82, 
-58, -82, -24, 70, -17, -53, 43, -39, -161, -156, -122, -82, 
-58, -82, -24, 70, -17, -53, 43, -39, -161, -156, -122, -82, 
-58, -82, -24, 70, -17, -53, 43, -39, -161, -156, -122, -82, 
-63, -73, -9, 68, -26, -41, 43, -29, -161, -146, -122, -73, 
-73, -73, 0, 73, -36, -36, 48, -34, -161, -146, -122, -78, 
-78, -73, 4, 75, -41, -34, 48, -34, -161, -146, -122, -78, 
-82, -73, 9, 78, -46, -31, 48, -34, -161, -146, -122, -78, 
-73, -73, 0, 73, -36, -36, 48, -34, -161, -146, -131, -87, 
-73, -73, 0, 73, -36, -36, 48, -34, -165, -146, -131, -87, 
-73, -73, 0, 73, -36, -36, 48, -34, -165, -146, -131, -87, 
-73, -73, 0, 73, -36, -36, 48, -34, -165, -146, -131, -87, 
-68, -87, -19, 78, -24, -53, 39, -43, -175, -151, -131, -82, 
-63, -87, -24, 75, -19, -56, 39, -43, -175, -156, -131, -82, 
-58, -87, -29, 73, -14, -58, 39, -43, -175, -161, -131, -87, 
-53, -82, -29, 68, -12, -56, 39, -43, -175, -165, -131, -87, 
-63, -82, -19, 73, -21, -51, 39, -43, -165, -161, -126, -78, 
-58, -82, -24, 70, -17, -53, 39, -43, -165, -161, -126, -78, 
-58, -87, -29, 73, -14, -58, 39, -43, -170, -161, -122, -78, 
-63, -87, -24, 75, -19, -56, 39, -43, -175, -161, -122, -78, 
-63, -78, -14, 70, -24, -46, 39, -43, -185, -170, -136, -78, 
-58, -78, -19, 68, -19, -48, 39, -43, -180, -170, -136, -78, 
-58, -78, -19, 68, -19, -48, 39, -43, -180, -170, -136, -78, 
-63, -82, -19, 73, -21, -51, 39, -43, -180, -170, -136, -78, 
-68, -82, -14, 75, -26, -48, 39, -43, -185, -170, -141, -73, 
-73, -82, -9, 78, -31, -46, 39, -48, -190, -170, -141, -73, 
-82, -82, 0, 82, -41, -41, 34, -48, -190, -175, -141, -73, 
-87, -82, 4, 85, -46, -39, 34, -48, -185, -180, -141, -73, 
-73, -82, -9, 78, -31, -46, 34, -48, -175, -170, -136, -82, 
-68, -82, -14, 75, -26, -48, 34, -53, -180, -170, -136, -82, 
-68, -87, -19, 78, -24, -53, 34, -53, -180, -170, -136, -78, 
-63, -87, -24, 75, -19, -56, 34, -53, -180, -170, -136, -78, 
-53, -87, -34, 70, -9, -61, 34, -48, -190, -170, -136, -87, 
-48, -87, -39, 68, -4, -63, 34, -48, -190, -170, -136, -87, 
-43, -87, -43, 65, 0, -65, 34, -48, -195, -175, -141, -92, 
-43, -87, -43, 65, 0, -65, 34, -48, -195, -175, -141, -97, 
-43, -78, -34, 61, -4, -56, 43, -58, -195, -185, -141, -102, 
-43, -78, -34, 61, -4, -56, 43, -58, -195, -185, -146, -102, 
-43, -78, -34, 61, -4, -56, 43, -58, -195, -185, -151, -97, 
-43, -78, -34, 61, -4, -56, 43, -58, -195, -185, -156, -97, 
-43, -73, -29, 58, -7, -51, 43, -43, -185, -175, -146, -92, 
-53, -58, -4, 56, -24, -31, 63, -24, -165, -161, -136, -82, 
-53, -48, 4, 51, -29, -21, 78, -14, -156, -151, -117, -82, 
-43, -39, 4, 41, -24, -17, 78, -14, -161, -151, -117, -68, 
-39, -29, 9, 34, -24, -9, 68, -9, -156, -146, -117, -68, 
-39, -29, 9, 34, -24, -9, 73, -4, -151, -136, -107, -68, 
-39, -29, 9, 34, -24, -9, 78, 0, -146, -136, -107, -68, 
-39, -29, 9, 34, -24, -9, 82, 4, -141, -136, -107, -68, 
-39, -29, 9, 34, -24, -9, 87, 9, -136, -136, -107, -68, 
-34, -39, -4, 36, -14, -21, 78, 0, -146, -146, -107, -58, 
-24, -29, -4, 26, -9, -17, 78, 4, -146, -141, -107, -58, 
-19, -24, -4, 21, -7, -14, 82, 4, -141, -141, -102, -58, 
-9, -19, -9, 14, 0, -14, 82, 9, -136, -131, -102, -53, 
-9, -19, -9, 14, 0, -14, 78, 0, -141, -131, -107, -53, 
