I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-39, 29, 68, 4, -53, 48, -741, -185, 97, 29, -19, -48, 
-34, 29, 63, 2, -48, 46, -736, -180, 107, 39, -9, -48, 
-29, 29, 58, 0, -43, 43, -732, -175, 117, 48, 0, -48, 
-24, 39, 63, -7, -43, 51, -732, -175, 122, 58, 4, -34, 
-19, 48, 68, -14, -43, 58, -732, -175, 126, 68, 9, -19, 
-14, 48, 63, -17, -39, 56, -722, -170, 136, 73, 14, -19, 
-9, 48, 58, -19, -34, 53, -712, -165, 146, 78, 19, -19, 
-9, 68, 78, -29, -43, 73, -702, -165, 161, 92, 29, -9, 
-9, 87, 97, -39, -53, 92, -692, -165, 175, 107, 39, 0, 
-9, 87, 97, -39, -53, 92, -692, -165, 180, 122, 43, 4, 
-9, 87, 97, -39, -53, 92, -692, -165, 185, 136, 48, 9, 
-9, 87, 97, -39, -53, 92, -692, -161, 185, 136, 58, 9, 
-4, 87, 92, -41, -48, 90, -697, -161, 185, 136, 58, 9, 
-4, 92, 97, -43, -51, 95, -707, -165, 185, 136, 63, 14, 
0, 97, 97, -48, -48, 97, -736, -200, 175, 136, 53, 14, 
0, 97, 97, -48, -48, 97, -756, -239, 170, 136, 53, 9, 
0, 97, 97, -48, -48, 97, -756, -253, 165, 136, 53, 9, 
4, 102, 97, -53, -46, 100, -756, -253, 146, 131, 53, 9, 
4, 102, 97, -53, -46, 100, -756, -258, 131, 131, 53, 19, 
9, 102, 92, -56, -41, 97, -751, -253, 126, 126, 58, 24, 
19, 97, 78, -58, -29, 87, -746, -258, 107, 117, 58, 24, 
19, 112, 92, -65, -36, 102, -741, -263, 97, 112, 58, 29, 
19, 122, 102, -70, -41, 112, -741, -273, 87, 107, 58, 34, 
19, 117, 97, -68, -39, 107, -732, -273, 78, 97, 53, 29, 
9, 102, 92, -56, -41, 97, -717, -263, 78, 92, 48, 29, 
0, 87, 87, -43, -43, 87, -697, -248, 92, 92, 48, 29, 
-4, 68, 73, -31, -39, 70, -683, -234, 97, 92, 43, 24, 
-14, 53, 68, -19, -41, 61, -658, -229, 97, 97, 48, 34, 
-19, 39, 58, -9, -39, 48, -649, -229, 87, 92, 43, 34, 
-34, 34, 68, 0, -51, 51, -639, -229, 82, 87, 34, 14, 
-48, 19, 68, 14, -58, 43, -629, -229, 82, 73, 29, 0, 
-53, 9, 63, 21, -58, 36, -624, -234, 82, 63, 19, 0, 
-63, 0, 63, 31, -63, 31, -619, -239, 78, 58, 14, -4, 
-63, 0, 63, 31, -63, 31, -619, -234, 78, 53, 9, -9, 
-63, 0, 63, 31, -63, 31, -614, -234, 78, 53, 9, -9, 
-63, -4, 58, 34, -61, 26, -605, -219, 82, 53, 4, -14, 
-63, -4, 58, 34, -61, 26, -595, -209, 87, 48, 0, -19, 
-63, -4, 58, 34, -61, 26, -590, -204, 87, 48, 0, -24, 
-63, -9, 53, 36, -58, 21, -590, -200, 87, 48, 4, -24, 
-58, -9, 48, 34, -53, 19, -585, -185, 87, 43, 4, -19, 
-58, -9, 48, 34, -53, 19, -580, -170, 92, 39, 4, -19, 
-58, -4, 53, 31, -56, 24, -575, -161, 102, 39, 4, -19, 
-53, 0, 53, 26, -53, 26, -570, -151, 112, 39, 4, -19, 
-53, 0, 53, 26, -53, 26, -575, -151, 122, 39, 4, -24, 
-58, -4, 53, 31, -56, 24, -575, -151, 126, 39, 0, -29, 
-58, 0, 58, 29, -58, 29, -580, -146, 122, 39, 0, -29, 
-58, 4, 63, 26, -61, 34, -580, -141, 122, 39, 0, -29, 
-58, 4, 63, 26, -61, 34, -580, -146, 122, 34, 0, -14, 
-58, 4, 63, 26, -61, 34, -585, -146, 126, 34, 0, 0, 
-58, 0, 58, 29, -58, 29, -580, -146, 126, 34, 4, 0, 
-58, -9, 48, 34, -53, 19, -575, -146, 126, 34, 9, 0, 
-58, -9, 48, 34, -53, 19, -575, -146, 117, 29, 9, -9, 
-63, -9, 53, 36, -58, 21, -570, -131, 122, 34, 9, -14, 
-73, -14, 58, 43, -65, 21, -561, -122, 122, 39, 0, -14, 
-78, -14, 63, 46, -70, 24, -546, -102, 141, 68, -9, -19, 
-78, 0, 78, 39, -78, 39, -512, 48, 326, 185, 29, 4, 
-73, 0, 73, 36, -73, 36, -488, 244, 536, 336, 102, 53, 
-68, 19, 87, 24, -78, 53, -473, 292, 629, 468, 204, 97, 
-53, 58, 112, -2, -82, 85, -488, 165, 570, 566, 341, 141, 
-53, 131, 185, -39, -119, 158, -536, -122, 317, 619, 527, 214, 
-39, 209, 248, -85, -143, 229, -610, -458, -63, 541, 683, 312, 
9, 312, 302, -161, -146, 307, -717, -810, -522, 370, 863, 448, 
97, 395, 297, -246, -100, 346, -878, -1176, -1044, 19, 888, 580, 
219, 414, 195, -317, 12, 305, -1015, -1464, -1390, -336, 702, 732, 
209, 385, 175, -297, 17, 280, -1088, -1737, -1668, -580, 492, 673, 
39, 283, 244, -161, -102, 263, -1068, -1893, -1937, -1000, 29, 175, 
-102, 170, 273, -34, -187, 222, -1034, -1873, -1991, -1327, -419, -297, 
-151, -107, 43, 129, -97, -31, -873, -1556, -1795, -1546, -839, -619, 
-156, -195, -39, 175, -58, -117, -790, -1283, -1498, -1429, -883, -688, 
-156, -200, -43, 178, -56, -122, -780, -1078, -1112, -1063, -697, -551, 
-156, -190, -34, 173, -61, -112, -736, -858, -790, -771, -531, -429, 
-156, -131, 24, 143, -90, -53, -688, -639, -502, -507, -341, -302, 
-156, -73, 82, 114, -119, 4, -653, -468, -287, -312, -200, -200, 
-151, -53, 97, 102, -124, 21, -605, -341, -151, -161, -136, -122, 
-141, -48, 92, 95, -117, 21, -561, -219, -29, -58, -82, -58, 
-131, -48, 82, 90, -107, 17, -541, -161, 39, 0, -34, -39, 
-122, -53, 68, 87, -95, 7, -517, -136, 63, 29, -19, -39, 
-122, -58, 63, 90, -92, 2, -512, -126, 63, 29, -29, -39, 
-122, -63, 58, 92, -90, -2, -502, -107, 78, 29, -29, -39, 
-117, -58, 58, 87, -87, 0, -502, -97, 92, 29, -24, -24, 
-112, -48, 63, 80, -87, 7, -502, -87, 102, 39, -14, -14, 
-112, -43, 68, 78, -90, 12, -497, -82, 102, 39, -14, -14, 
-107, -39, 68, 73, -87, 14, -488, -78, 102, 39, -19, -14, 
-112, -39, 73, 75, -92, 17, -473, -63, 97, 39, -19, -14, 
-117, -39, 78, 78, -97, 19, -458, -58, 102, 39, -19, -14, 
-117, -39, 78, 78, -97, 19, -458, -58, 102, 39, -14, -14, 
-117, -39, 78, 78, -97, 19, -458, -63, 97, 39, -14, -14, 
-107, -29, 78, 68, -92, 24, -448, -58, 97, 39, -14, -19, 
-102, -19, 82, 61, -92, 31, -434, -48, 97, 39, -14, -14, 
-112, -29, 82, 70, -97, 26, -429, -43, 107, 39, -19, -14, 
-117, -39, 78, 78, -97, 19, -424, -43, 122, 39, -19, -19, 
-117, -43, 73, 80, -95, 14, -419, -53, 126, 39, -19, -19, 
-117, -43, 73, 80, -95, 14, -414, -53, 126, 39, -19, -19, 
-112, -39, 73, 75, -92, 17, -409, -53, 136, 43, -14, -19, 
-112, -39, 73, 75, -92, 17, -405, -43, 141, 48, -9, -19, 
-112, -39, 73, 75, -92, 17, -405, -39, 146, 48, -9, -19, 
-112, -39, 73, 75, -92, 17, -400, -34, 146, 48, -14, -19, 
-112, -29, 82, 70, -97, 26, -395, -29, 156, 53, -14, -19, 
-112, -19, 92, 65, -102, 36, -395, -24, 156, 58, -14, -19, 
-117, -19, 97, 68, -107, 39, -395, -9, 165, 58, -14, -19, 
-117, -19, 97, 68, -107, 39, -395, 0, 170, 53, -14, -19, 
-117, -24, 92, 70, -104, 34, -390, 9, 175, 53, -19, -19, 
-117, -29, 87, 73, -102, 29, -390, 9, 175, 53, -19, -24, 
-117, -29, 87, 73, -102, 29, -390, 9, 175, 53, -14, -24, 
-122, -34, 87, 78, -104, 26, -385, 14, 170, 48, -14, -24, 
-126, -34, 92, 80, -109, 29, -385, 29, 175, 48, -19, -24, 
-131, -34, 97, 82, -114, 31, -380, 34, 180, 48, -19, -29, 
-136, -39, 97, 87, -117, 29, -380, 48, 175, 48, -19, -24, 
-141, -43, 97, 92, -119, 26, -380, 58, 170, 48, -24, -24, 
-146, -48, 97, 97, -122, 24, -370, 73, 190, 53, -24, -4, 
-156, -53, 102, 104, -129, 24, -361, 82, 190, 48, -24, 9, 
-156, -53, 102, 104, -129, 24, -361, 87, 190, 48, -24, 0, 
-156, -53, 102, 104, -129, 24, -356, 97, 204, 58, -29, -14, 
-156, -58, 97, 107, -126, 19, -341, 107, 224, 53, -34, -24, 
-156, -53, 102, 104, -129, 24, -331, 126, 229, 63, -34, -29, 
-161, -43, 117, 102, -139, 36, -326, 141, 229, 68, -34, -29, 
-175, -39, 136, 107, -156, 48, -326, 141, 234, 73, -34, -24, 
-175, -43, 131, 109, -153, 43, -317, 146, 239, 78, -29, -24, 
-175, -43, 131, 109, -153, 43, -307, 146, 244, 78, -29, -24, 
-175, -34, 141, 104, -158, 53, -297, 146, 244, 73, -29, -24, 
-175, -29, 146, 102, -161, 58, -287, 151, 244, 73, -29, -24, 
-180, -24, 156, 102, -168, 65, -287, 161, 244, 73, -24, -24, 
-185, -24, 161, 104, -173, 68, -287, 175, 244, 73, -19, -29, 
-180, -29, 151, 104, -165, 61, -273, 156, 244, 73, -14, -29, 
-180, -29, 151, 104, -165, 61, -258, 151, 244, 73, -9, -29, 
-175, -24, 151, 100, -163, 63, -263, 146, 239, 73, 0, -14, 
-175, -14, 161, 95, -168, 73, -263, 131, 229, 68, 9, -4, 
-170, -9, 161, 90, -165, 75, -258, 126, 219, 68, 9, -4, 
-170, -4, 165, 87, -168, 80, -253, 122, 214, 73, 14, -4, 
-165, -4, 161, 85, -163, 78, -244, 131, 214, 82, 19, -9, 
-161, -4, 156, 82, -158, 75, -234, 136, 209, 87, 24, -9, 
-161, 4, 165, 78, -163, 85, -229, 131, 204, 92, 24, -9, 
-161, 4, 165, 78, -163, 85, -224, 131, 190, 92, 24, -14, 
-156, 14, 170, 70, -163, 92, -224, 122, 185, 82, 24, -24, 
-156, 19, 175, 68, -165, 97, -224, 117, 175, 82, 24, -34, 
-156, 4, 161, 75, -158, 82, -214, 107, 165, 82, 29, -29, 
-156, -4, 151, 80, -153, 73, -204, 107, 165, 82, 29, -29, 
-156, -4, 151, 80, -153, 73, -204, 107, 161, 82, 29, -29, 
-156, -4, 151, 80, -153, 73, -204, 112, 151, 78, 29, -24, 
-156, 4, 161, 75, -158, 82, -204, 112, 146, 78, 29, -19, 
-156, 9, 165, 73, -161, 87, -204, 107, 136, 78, 24, -19, 
-156, 9, 165, 73, -161, 87, -195, 102, 122, 68, 24, -24, 
-156, 0, 156, 78, -156, 78, -185, 107, 117, 68, 24, -29, 
-161, -4, 156, 82, -158, 75, -195, 102, 126, 63, 19, -24, 
-165, -9, 156, 87, -161, 73, -195, 82, 122, 63, 14, -34, 
-165, -9, 156, 87, -161, 73, -195, 68, 122, 58, 14, -39, 
-165, -4, 161, 85, -163, 78, -195, 53, 117, 58, 14, -39, 
-165, -4, 161, 85, -163, 78, -190, 53, 122, 58, 14, -39, 
-165, -4, 161, 85, -163, 78, -185, 53, 122, 63, 14, -39, 
-180, -9, 170, 95, -175, 80, -185, 43, 97, 63, 9, -39, 
-190, -14, 175, 102, -183, 80, -180, 39, 82, 63, 9, -43, 
-190, -14, 175, 102, -183, 80, -170, 39, 78, 68, 14, -43, 
-190, -19, 170, 104, -180, 75, -165, 39, 78, 68, 14, -48, 
-185, -19, 165, 102, -175, 73, -165, 29, 78, 68, 14, -48, 
-180, -19, 161, 100, -170, 70, -165, 29, 78, 73, 14, -48, 
-180, -19, 161, 100, -170, 70, -165, 24, 78, 73, 14, -48, 
-180, -24, 156, 102, -168, 65, -165, 24, 73, 73, 4, -48, 
-180, -24, 156, 102, -168, 65, -156, 19, 78, 68, 4, -58, 
-185, -24, 161, 104, -173, 68, -146, 19, 87, 63, 0, -63, 
-185, -24, 161, 104, -173, 68, -136, 19, 82, 63, 0, -63, 
-185, -29, 156, 107, -170, 63, -126, 24, 87, 53, 0, -68, 
-185, -19, 165, 102, -175, 73, -122, 24, 107, 53, 4, -68, 
-185, -14, 170, 100, -178, 78, -112, 24, 107, 48, 4, -68, 
-185, -14, 170, 100, -178, 78, -112, 29, 107, 48, 4, -68, 
-185, -14, 170, 100, -178, 78, -112, 34, 107, 53, 4, -68, 
-190, -14, 175, 102, -183, 80, -102, 34, 107, 63, 4, -68, 
-195, -19, 175, 107, -185, 78, -97, 34, 107, 63, 9, -68, 
-190, -19, 170, 104, -180, 75, -92, 39, 112, 68, 9, -68, 
-190, -19, 170, 104, -180, 75, -87, 43, 122, 73, 9, -68, 
-190, -19, 170, 104, -180, 75, -82, 34, 141, 73, 14, -68, 
-180, -9, 170, 95, -175, 80, -78, 29, 146, 82, 14, -63, 
-180, -4, 175, 92, -178, 85, -68, 39, 151, 102, 29, -53, 
-180, 0, 180, 90, -180, 90, -58, 48, 170, 112, 34, -43, 
-175, 0, 175, 87, -175, 87, -53, 63, 175, 117, 39, -34, 
-170, 9, 180, 80, -175, 95, -43, 73, 175, 131, 43, -29, 
-170, 19, 190, 75, -180, 104, -43, 63, 175, 141, 53, -19, 
-175, 29, 204, 73, -190, 117, -48, 58, 175, 156, 68, -9, 
-175, 29, 204, 73, -190, 117, -48, 58, 175, 156, 68, -9, 
-175, 29, 204, 73, -190, 117, -48, 58, 175, 156, 68, -9, 
-175, 24, 200, 75, -187, 112, -53, 53, 180, 165, 68, -9, 
-175, 24, 200, 75, -187, 112, -63, 43, 180, 170, 68, -4, 
-175, 24, 200, 75, -187, 112, -73, 34, 180, 175, 73, -4, 
-175, 29, 204, 73, -190, 117, -102, -4, 165, 175, 73, -4, 
-175, 34, 209, 70, -192, 122, -126, -39, 161, 170, 73, -9, 
-175, 39, 214, 68, -195, 126, -131, -48, 156, 165, 73, -9, 
-165, 43, 209, 61, -187, 126, -131, -48, 156, 161, 78, -9, 
-161, 43, 204, 58, -183, 124, -131, -53, 161, 161, 82, 0, 
-161, 58, 219, 51, -190, 139, -122, -53, 161, 161, 87, 4, 
-156, 68, 224, 43, -190, 146, -112, -63, 146, 156, 87, 4, 
-156, 73, 229, 41, -192, 151, -107, -63, 136, 151, 87, 9, 
-156, 73, 229, 41, -192, 151, -107, -68, 126, 146, 87, 14, 
-156, 68, 224, 43, -190, 146, -97, -63, 117, 141, 82, 9, 
-165, 53, 219, 56, -192, 136, -82, -48, 117, 141, 78, 9, 
-170, 39, 209, 65, -190, 124, -58, -39, 126, 136, 78, 9, 
-170, 19, 190, 75, -180, 104, -39, -29, 126, 131, 73, 4, 
-170, 9, 180, 80, -175, 95, -19, -24, 117, 126, 68, -4, 
-165, 0, 165, 82, -165, 82, -14, -24, 97, 112, 53, -24, 
-170, -19, 151, 95, -161, 65, -9, -24, 92, 102, 34, -43, 
-175, -48, 126, 112, -151, 39, -4, -24, 92, 82, 19, -58, 
-156, -48, 107, 102, -131, 29, -4, -24, 97, 73, 9, -63, 
-141, -48, 92, 95, -117, 21, -4, -24, 97, 68, 4, -73, 
-126, -48, 78, 87, -102, 14, -4, -19, 97, 63, 0, -78, 
-112, -48, 63, 80, -87, 7, 0, -19, 97, 63, 0, -78, 
-107, -53, 53, 80, -80, 0, 0, -29, 92, 63, -4, -78, 
-102, -53, 48, 78, -75, -2, 0, -43, 87, 58, -9, -78, 
-102, -53, 48, 78, -75, -2, 4, -48, 78, 48, -19, -92, 
-102, -58, 43, 80, -73, -7, 4, -53, 68, 39, -24, -102, 
-87, -58, 29, 73, -58, -14, 4, -53, 68, 39, -24, -97, 
-78, -58, 19, 68, -48, -19, 4, -53, 73, 39, -24, -97, 
-73, -53, 19, 63, -46, -17, 4, -63, 63, 34, -24, -97, 
-63, -48, 14, 56, -39, -17, 4, -73, 53, 29, -24, -97, 
-58, -48, 9, 53, -34, -19, 0, -92, 58, 29, -24, -97, 
-58, -53, 4, 56, -31, -24, 0, -112, 58, 29, -29, -97, 
-53, -53, 0, 53, -26, -26, 0, -112, 63, 29, -34, -102, 
-48, -53, -4, 51, -21, -29, 4, -112, 73, 29, -39, -107, 
-34, -53, -19, 43, -7, -36, 4, -112, 78, 29, -39, -107, 
-19, -53, -34, 36, 7, -43, 0, -107, 87, 34, -39, -107, 
-9, -48, -39, 29, 14, -43, 0, -107, 87, 34, -39, -107, 
0, -48, -48, 24, 24, -48, 0, -107, 87, 34, -39, -107, 
0, -48, -48, 24, 24, -48, 0, -107, 87, 34, -39, -112, 
-4, -48, -43, 26, 19, -46, 4, -92, 102, 43, -39, -112, 
-4, -48, -43, 26, 19, -46, 14, -58, 126, 58, -34, -107, 
0, -43, -43, 21, 21, -43, 29, -14, 170, 97, -29, -107, 
0, -24, -24, 12, 12, -24, 58, 122, 336, 214, 9, -87, 
4, -19, -24, 7, 14, -21, 78, 302, 527, 366, 82, -43, 
14, 4, -9, -9, 12, -2, 87, 268, 536, 468, 185, 4, 
34, 48, 14, -41, 9, 31, 68, 58, 395, 536, 322, 53, 
48, 131, 82, -90, -17, 107, 4, -244, 122, 570, 497, 126, 
78, 219, 141, -148, -31, 180, -82, -595, -278, 473, 644, 224, 
141, 307, 165, -224, -12, 236, -200, -966, -736, 283, 785, 356, 
244, 375, 131, -309, 56, 253, -370, -1351, -1259, -87, 771, 483, 
341, 380, 39, -361, 151, 209, -492, -1595, -1566, -429, 556, 585, 
307, 336, 29, -322, 139, 183, -551, -1825, -1805, -658, 317, 478, 
151, 209, 58, -180, 46, 134, -517, -1908, -2000, -1054, -122, -4, 
24, 73, 48, -48, -12, 61, -468, -1815, -1981, -1356, -546, -463, 
-24, -170, -146, 97, 61, -158, -322, -1498, -1747, -1503, -893, -727, 
-29, -224, -195, 126, 82, -209, -253, -1224, -1410, -1312, -863, -736, 
-24, -214, -190, 119, 82, -202, -234, -1039, -1039, -971, -678, -600, 
-19, -190, -170, 104, 75, -180, -180, -839, -732, -702, -512, -478, 
-9, -131, -122, 70, 56, -126, -131, -605, -458, -448, -341, -366, 
0, -73, -73, 36, 36, -73, -97, -419, -258, -263, -219, -278, 
4, -53, -58, 24, 31, -56, -43, -307, -141, -136, -165, -214, 
14, -48, -63, 17, 39, -56, 4, -200, -39, -58, -122, -165, 
29, -43, -73, 7, 51, -58, 19, -146, 29, -9, -73, -136, 
43, -43, -87, 0, 65, -65, 39, -126, 53, 9, -58, -126, 
43, -48, -92, 2, 68, -70, 48, -117, 53, 9, -68, -136, 
43, -53, -97, 4, 70, -75, 63, -97, 68, 9, -68, -146, 
43, -53, -97, 4, 70, -75, 63, -92, 73, 9, -68, -136, 
43, -48, -92, 2, 68, -70, 63, -87, 73, 19, -63, -131, 
43, -48, -92, 2, 68, -70, 68, -87, 68, 19, -63, -126, 
48, -48, -97, 0, 73, -73, 78, -87, 63, 19, -68, -122, 
53, -43, -97, -4, 75, -70, 78, -78, 58, 19, -68, -122, 
58, -39, -97, -9, 78, -68, 78, -78, 63, 19, -68, -122, 
63, -39, -102, -12, 82, -70, 87, -73, 68, 19, -63, -122, 
68, -39, -107, -14, 87, -73, 97, -73, 68, 19, -63, -122, 
68, -39, -107, -14, 87, -73, 92, -78, 68, 19, -63, -122, 
63, -39, -102, -12, 82, -70, 92, -78, 68, 19, -63, -112, 
58, -39, -97, -9, 78, -68, 92, -73, 68, 19, -68, -107, 
58, -39, -97, -9, 78, -68, 92, -73, 73, 19, -68, -107, 
58, -43, -102, -7, 80, -73, 92, -82, 78, 19, -68, -107, 
58, -43, -102, -7, 80, -73, 92, -82, 78, 19, -68, -107, 
63, -39, -102, -12, 82, -70, 92, -87, 82, 19, -68, -107, 
63, -39, -102, -12, 82, -70, 92, -82, 82, 19, -68, -107, 
63, -39, -102, -12, 82, -70, 92, -82, 87, 19, -68, -112, 
63, -39, -102, -12, 82, -70, 97, -82, 87, 19, -73, -117, 
63, -39, -102, -12, 82, -70, 102, -82, 97, 19, -73, -117, 
63, -39, -102, -12, 82, -70, 102, -82, 97, 19, -73, -117, 
58, -34, -92, -12, 75, -63, 102, -68, 107, 19, -68, -112, 
58, -29, -87, -14, 73, -58, 102, -58, 112, 14, -63, -107, 
63, -29, -92, -17, 78, -61, 107, -43, 122, 14, -68, -107, 
68, -29, -97, -19, 82, -63, 107, -39, 126, 14, -68, -112, 
68, -29, -97, -19, 82, -63, 102, -39, 126, 14, -63, -112, 
63, -34, -97, -14, 80, -65, 102, -34, 122, 9, -63, -112, 
63, -34, -97, -14, 80, -65, 102, -19, 122, 9, -68, -97, 
63, -34, -97, -14, 80, -65, 107, -14, 122, 9, -68, -87, 
58, -39, -97, -9, 78, -68, 112, 4, 122, 9, -68, -82, 
53, -43, -97, -4, 75, -70, 117, 19, 122, 9, -73, -82, 
53, -43, -97, -4, 75, -70, 122, 29, 141, 19, -73, -92, 
48, -43, -92, -2, 70, -68, 126, 34, 141, 19, -73, -107, 
48, -43, -92, -2, 70, -68, 122, 39, 141, 14, -73, -97, 
48, -39, -87, -4, 68, -63, 122, 58, 165, 19, -78, -92, 
48, -24, -73, -12, 61, -48, 126, 73, 161, 29, -73, -82, 
48, -14, -63, -17, 56, -39, 131, 87, 161, 43, -68, -73, 
43, -14, -58, -14, 51, -36, 126, 97, 175, 48, -68, -68, 
39, -19, -58, -9, 48, -39, 126, 107, 195, 58, -68, -68, 
34, -19, -53, -7, 43, -36, 126, 112, 200, 58, -68, -68, 
29, -19, -48, -4, 39, -34, 126, 117, 204, 58, -68, -68, 
29, -19, -48, -4, 39, -34, 126, 117, 204, 58, -68, -68, 
29, -19, -48, -4, 39, -34, 126, 117, 204, 58, -68, -68, 
19, -19, -39, 0, 29, -29, 122, 122, 204, 58, -63, -68, 
9, -19, -29, 4, 19, -24, 117, 126, 204, 58, -58, -68, 
24, -9, -34, -7, 29, -21, 117, 126, 204, 63, -48, -63, 
39, 0, -39, -19, 39, -19, 117, 126, 204, 68, -39, -58, 
43, 4, -39, -24, 41, -17, 122, 122, 200, 68, -29, -43, 
48, 9, -39, -29, 43, -14, 126, 117, 195, 68, -19, -29, 
48, 9, -39, -29, 43, -14, 126, 112, 190, 68, -19, -29, 
48, 9, -39, -29, 43, -14, 126, 107, 185, 68, -19, -29, 
48, 14, -34, -31, 41, -9, 126, 102, 180, 68, -14, -39, 
48, 19, -29, -34, 39, -4, 126, 97, 175, 68, -9, -48, 
48, 19, -29, -34, 39, -4, 131, 92, 165, 63, -9, -48, 
48, 19, -29, -34, 39, -4, 136, 87, 156, 58, -9, -48, 
43, 14, -29, -29, 36, -7, 136, 78, 146, 58, -9, -48, 
39, 9, -29, -24, 34, -9, 136, 68, 136, 58, -9, -48, 
39, 9, -29, -24, 34, -9, 141, 63, 126, 53, -9, -48, 
39, 9, -29, -24, 34, -9, 146, 58, 117, 48, -9, -48, 
39, 4, -34, -21, 36, -14, 146, 53, 107, 48, -9, -48, 
39, 0, -39, -19, 39, -19, 146, 48, 97, 48, -9, -48, 
39, 0, -39, -19, 39, -19, 146, 43, 97, 48, -9, -43, 
39, 0, -39, -19, 39, -19, 146, 39, 97, 48, -9, -39, 
39, 0, -39, -19, 39, -19, 146, 34, 97, 48, -9, -39, 
39, 0, -39, -19, 39, -19, 146, 29, 97, 48, -9, -39, 
29, -9, -39, -9, 34, -24, 141, 24, 92, 43, -14, -39, 
19, -19, -39, 0, 29, -29, 136, 19, 87, 39, -19, -39, 
29, 0, -29, -14, 29, -14, 136, 14, 82, 39, -19, -39, 
39, 19, -19, -29, 29, 0, 136, 9, 78, 39, -19, -39, 
39, 9, -29, -24, 34, -9, 131, 0, 78, 39, -19, -39, 
39, 0, -39, -19, 39, -19, 126, -9, 78, 39, -19, -39, 
39, 0, -39, -19, 39, -19, 126, -19, 68, 39, -19, -34, 
39, 0, -39, -19, 39, -19, 126, -29, 58, 39, -19, -29, 
43, 0, -43, -21, 43, -21, 126, -39, 58, 39, -19, -29, 
48, 0, -48, -24, 48, -24, 126, -48, 58, 39, -19, -29, 
48, 0, -48, -24, 48, -24, 122, -48, 58, 34, -24, -29, 
48, 0, -48, -24, 48, -24, 117, -48, 58, 29, -29, -29, 
48, 0, -48, -24, 48, -24, 117, -43, 58, 29, -29, -29, 
48, 0, -48, -24, 48, -24, 117, -39, 58, 29, -29, -29, 
48, 0, -48, -24, 48, -24, 117, -39, 68, 29, -29, -29, 
48, 0, -48, -24, 48, -24, 117, -39, 78, 29, -29, -29, 
53, 0, -53, -26, 53, -26, 107, -43, 78, 24, -29, -29, 
58, 0, -58, -29, 58, -29, 97, -48, 78, 19, -29, -29, 
58, 0, -58, -29, 58, -29, 92, -53, 78, 19, -24, -19, 
