I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-229, -175, 53, 202, -141, -61, 322, -53, -53, 122, 156, 107, 
-239, -180, 58, 209, -148, -61, 322, -53, -53, 122, 156, 107, 
-244, -195, 48, 219, -146, -73, 322, -53, -53, 122, 151, 107, 
-239, -190, 48, 214, -143, -70, 331, -58, -53, 126, 151, 112, 
-244, -190, 53, 217, -148, -68, 336, -58, -53, 131, 156, 112, 
-244, -190, 53, 217, -148, -68, 336, -58, -53, 136, 161, 112, 
-239, -185, 53, 212, -146, -65, 336, -58, -53, 141, 165, 107, 
-229, -195, 34, 212, -131, -80, 341, -58, -63, 136, 175, 117, 
-234, -200, 34, 217, -134, -82, 346, -58, -68, 136, 170, 117, 
-239, -204, 34, 222, -136, -85, 356, -58, -68, 136, 170, 117, 
-239, -204, 34, 222, -136, -85, 361, -53, -68, 136, 170, 112, 
-239, -214, 24, 226, -131, -95, 370, -43, -68, 146, 170, 102, 
-244, -214, 29, 229, -136, -92, 370, -43, -68, 146, 170, 102, 
-253, -214, 39, 234, -146, -87, 375, -43, -68, 146, 170, 102, 
-258, -214, 43, 236, -151, -85, 375, -43, -68, 146, 170, 102, 
-268, -204, 63, 236, -165, -70, 366, -34, -58, 156, 180, 107, 
-268, -204, 63, 236, -165, -70, 366, -34, -58, 156, 180, 107, 
-268, -204, 63, 236, -165, -70, 370, -34, -58, 156, 180, 107, 
-268, -209, 58, 239, -163, -75, 370, -29, -58, 161, 185, 107, 
-278, -219, 58, 248, -168, -80, 380, -29, -53, 161, 185, 107, 
-268, -219, 48, 244, -158, -85, 380, -29, -53, 161, 185, 107, 
-268, -219, 48, 244, -158, -85, 375, -29, -53, 161, 185, 107, 
-268, -214, 53, 241, -161, -80, 375, -29, -53, 161, 180, 107, 
-268, -214, 53, 241, -161, -80, 380, -29, -53, 165, 190, 117, 
-268, -214, 53, 241, -161, -80, 380, -29, -53, 165, 190, 117, 
-263, -214, 48, 239, -156, -82, 380, -29, -53, 165, 190, 122, 
-263, -214, 48, 239, -156, -82, 375, -34, -53, 165, 190, 122, 
-273, -204, 68, 239, -170, -68, 385, -24, -53, 175, 200, 131, 
-263, -195, 68, 229, -165, -63, 390, -14, -43, 175, 200, 131, 
-263, -190, 73, 226, -168, -58, 400, -9, -43, 175, 204, 131, 
-268, -190, 78, 229, -173, -56, 409, -9, -43, 185, 204, 136, 
-283, -185, 97, 234, -190, -43, 419, -4, -34, 190, 209, 146, 
-302, -175, 126, 239, -214, -24, 444, 14, -24, 214, 214, 151, 
-331, -165, 165, 248, -248, 0, 483, 48, -9, 239, 229, 165, 
-356, -161, 195, 258, -275, 17, 531, 97, 19, 258, 244, 180, 
-356, -141, 214, 248, -285, 36, 566, 161, 63, 297, 273, 195, 
-351, -82, 268, 217, -309, 92, 605, 219, 126, 380, 322, 239, 
-336, -29, 307, 183, -322, 139, 629, 258, 190, 444, 385, 283, 
-287, 24, 312, 131, -300, 168, 619, 283, 248, 502, 458, 317, 
-214, 87, 302, 63, -258, 195, 590, 263, 283, 541, 507, 356, 
-141, 126, 268, 7, -204, 197, 531, 214, 292, 556, 556, 380, 
-39, 161, 200, -61, -119, 180, 453, 146, 302, 570, 614, 414, 
82, 219, 136, -151, -26, 178, 351, 82, 351, 610, 688, 458, 
209, 302, 92, -256, 58, 197, 239, 9, 405, 668, 771, 502, 
356, 405, 48, -380, 153, 226, 112, -63, 444, 712, 858, 570, 
541, 531, -9, -536, 275, 261, -78, -195, 473, 736, 951, 634, 
780, 663, -117, -722, 448, 273, -361, -385, 507, 751, 1044, 692, 
1049, 780, -268, -915, 658, 256, -658, -551, 536, 761, 1112, 727, 
1307, 858, -448, -1083, 878, 204, -897, -658, 575, 741, 1151, 736, 
1537, 893, -644, -1215, 1090, 124, -1127, -741, 590, 692, 1132, 712, 
1708, 868, -839, -1288, 1273, 14, -1356, -878, 517, 566, 1044, 644, 
1839, 795, -1044, -1317, 1442, -124, -1551, -1024, 380, 390, 902, 551, 
1956, 668, -1288, -1312, 1622, -309, -1688, -1107, 248, 200, 722, 409, 
2030, 517, -1512, -1273, 1771, -497, -1776, -1127, 170, 53, 570, 258, 
1981, 424, -1556, -1202, 1769, -566, -1766, -1166, 102, -24, 478, 195, 
1815, 419, -1395, -1117, 1605, -488, -1673, -1278, -19, -78, 448, 219, 
1566, 380, -1185, -973, 1376, -402, -1512, -1371, -190, -161, 370, 234, 
1307, 253, -1054, -780, 1180, -400, -1337, -1376, -380, -278, 248, 185, 
1010, 151, -858, -580, 934, -353, -1102, -1288, -488, -341, 165, 161, 
678, 73, -605, -375, 641, -265, -800, -1093, -507, -307, 122, 156, 
361, -43, -405, -158, 383, -224, -512, -883, -522, -283, 73, 126, 
156, -131, -287, -12, 222, -209, -322, -727, -507, -253, 43, 97, 
97, -122, -219, 12, 158, -170, -200, -556, -405, -151, 73, 112, 
73, -107, -180, 17, 126, -143, -63, -356, -258, -39, 131, 122, 
24, -131, -156, 53, 90, -143, 53, -190, -161, 39, 165, 117, 
-29, -156, -126, 92, 48, -141, 161, -78, -97, 92, 175, 107, 
-87, -156, -68, 122, -9, -112, 239, 14, -43, 141, 185, 107, 
-141, -165, -24, 153, -58, -95, 283, 58, -4, 170, 200, 122, 
-170, -170, 0, 170, -85, -85, 312, 87, 4, 180, 214, 131, 
-175, -170, 4, 173, -90, -82, 331, 87, 4, 185, 204, 126, 
-180, -165, 14, 173, -97, -75, 326, 78, -4, 175, 195, 117, 
-200, -161, 39, 180, -119, -61, 326, 87, -4, 175, 185, 112, 
-209, -156, 53, 183, -131, -51, 331, 87, -4, 180, 185, 112, 
-219, -156, 63, 187, -141, -46, 341, 92, -4, 185, 185, 112, 
-234, -161, 73, 197, -153, -43, 351, 97, -4, 185, 185, 112, 
-229, -170, 58, 200, -143, -56, 356, 112, 0, 180, 175, 107, 
-234, -170, 63, 202, -148, -53, 351, 117, 0, 180, 175, 107, 
-234, -170, 63, 202, -148, -53, 356, 117, 4, 180, 175, 102, 
-234, -165, 68, 200, -151, -48, 351, 122, 4, 180, 175, 102, 
-229, -156, 73, 192, -151, -41, 346, 131, 9, 180, 175, 112, 
-229, -156, 73, 192, -151, -41, 341, 141, 14, 185, 175, 112, 
-224, -156, 68, 190, -146, -43, 341, 151, 24, 185, 170, 112, 
-219, -156, 63, 187, -141, -46, 336, 156, 29, 185, 170, 107, 
-229, -165, 63, 197, -146, -51, 326, 146, 29, 185, 156, 97, 
-229, -161, 68, 195, -148, -46, 326, 151, 24, 180, 156, 97, 
-234, -161, 73, 197, -153, -43, 326, 161, 24, 175, 151, 97, 
-239, -161, 78, 200, -158, -41, 331, 165, 19, 175, 146, 97, 
-229, -161, 68, 195, -148, -46, 326, 170, 24, 165, 146, 87, 
-229, -161, 68, 195, -148, -46, 322, 175, 24, 165, 141, 87, 
-224, -156, 68, 190, -146, -43, 317, 175, 24, 165, 136, 87, 
-224, -156, 68, 190, -146, -43, 317, 180, 24, 165, 131, 87, 
-214, -146, 68, 180, -141, -39, 302, 190, 34, 161, 126, 78, 
-214, -146, 68, 180, -141, -39, 297, 195, 34, 161, 126, 78, 
-214, -146, 68, 180, -141, -39, 292, 195, 34, 161, 122, 78, 
-209, -141, 68, 175, -139, -36, 287, 195, 34, 156, 117, 78, 
-195, -151, 43, 173, -119, -53, 273, 204, 34, 141, 102, 73, 
-195, -151, 43, 173, -119, -53, 263, 204, 29, 136, 97, 68, 
-195, -151, 43, 173, -119, -53, 253, 209, 24, 136, 92, 63, 
-200, -151, 48, 175, -124, -51, 248, 209, 24, 131, 92, 58, 
-200, -146, 53, 173, -126, -46, 234, 219, 39, 136, 82, 63, 
-200, -141, 58, 170, -129, -41, 234, 219, 39, 131, 87, 63, 
-200, -136, 63, 168, -131, -36, 229, 219, 39, 126, 87, 63, 
-200, -131, 68, 165, -134, -31, 224, 219, 39, 122, 87, 63, 
-185, -131, 53, 158, -119, -39, 209, 214, 39, 117, 78, 58, 
-185, -131, 53, 158, -119, -39, 200, 204, 39, 112, 68, 53, 
-185, -131, 53, 158, -119, -39, 195, 204, 39, 107, 58, 48, 
-185, -131, 53, 158, -119, -39, 190, 204, 43, 102, 48, 43, 
-180, -131, 48, 156, -114, -41, 175, 204, 43, 92, 39, 34, 
-175, -126, 48, 151, -112, -39, 170, 209, 48, 92, 39, 34, 
-165, -122, 43, 143, -104, -39, 165, 214, 48, 92, 39, 34, 
-161, -122, 39, 141, -100, -41, 161, 214, 48, 92, 39, 34, 
-161, -112, 48, 136, -104, -31, 161, 224, 43, 92, 34, 34, 
-161, -112, 48, 136, -104, -31, 161, 229, 43, 87, 34, 34, 
-161, -117, 43, 139, -102, -36, 161, 229, 43, 82, 34, 34, 
-156, -117, 39, 136, -97, -39, 156, 229, 48, 82, 34, 39, 
-156, -122, 34, 139, -95, -43, 151, 229, 48, 73, 24, 34, 
-156, -117, 39, 136, -97, -39, 151, 239, 53, 73, 19, 29, 
-156, -117, 39, 136, -97, -39, 151, 239, 53, 78, 19, 24, 
-156, -122, 34, 139, -95, -43, 146, 239, 58, 78, 14, 19, 
-146, -112, 34, 129, -90, -39, 136, 248, 68, 68, 9, 19, 
-146, -112, 34, 129, -90, -39, 131, 258, 73, 68, 9, 19, 
-146, -112, 34, 129, -90, -39, 126, 258, 78, 73, 9, 24, 
-146, -107, 39, 126, -92, -34, 122, 268, 78, 73, 9, 24, 
-146, -97, 48, 122, -97, -24, 112, 263, 78, 63, 9, 19, 
-141, -97, 43, 119, -92, -26, 112, 263, 82, 68, 9, 19, 
-141, -97, 43, 119, -92, -26, 117, 263, 82, 68, 4, 19, 
-141, -102, 39, 122, -90, -31, 117, 263, 82, 68, 0, 19, 
-141, -112, 29, 126, -85, -41, 107, 258, 82, 63, 0, 14, 
-136, -107, 29, 122, -82, -39, 107, 258, 82, 63, 0, 14, 
-136, -107, 29, 122, -82, -39, 107, 263, 87, 68, 0, 14, 
-136, -102, 34, 119, -85, -34, 107, 263, 87, 68, 0, 9, 
-146, -107, 39, 126, -92, -34, 117, 258, 87, 68, 4, 19, 
-156, -112, 43, 134, -100, -34, 117, 268, 92, 73, 9, 24, 
-165, -117, 48, 141, -107, -34, 117, 268, 97, 78, 9, 34, 
-165, -117, 48, 141, -107, -34, 117, 268, 97, 78, 9, 39, 
-185, -117, 68, 151, -126, -24, 122, 268, 92, 73, 4, 29, 
-190, -126, 63, 158, -126, -31, 122, 263, 102, 78, 4, 34, 
-185, -146, 39, 165, -112, -53, 122, 268, 102, 78, 4, 34, 
-190, -156, 34, 173, -112, -61, 122, 268, 107, 82, 4, 39, 
-195, -161, 34, 178, -114, -63, 122, 263, 97, 92, 4, 29, 
-195, -165, 29, 180, -112, -68, 122, 263, 97, 92, 14, 34, 
-200, -170, 29, 185, -114, -70, 117, 258, 107, 92, 14, 39, 
-214, -175, 39, 195, -126, -68, 117, 263, 112, 102, 14, 39, 
-219, -175, 43, 197, -131, -65, 122, 253, 122, 102, 19, 48, 
-219, -180, 39, 200, -129, -70, 126, 253, 122, 102, 24, 48, 
-224, -180, 43, 202, -134, -68, 131, 263, 126, 102, 29, 48, 
-229, -180, 48, 204, -139, -65, 136, 268, 136, 102, 39, 48, 
-234, -195, 39, 214, -136, -78, 131, 263, 136, 102, 39, 48, 
-244, -204, 39, 224, -141, -82, 131, 263, 136, 107, 34, 48, 
-253, -214, 39, 234, -146, -87, 131, 268, 136, 117, 39, 48, 
-253, -219, 34, 236, -143, -92, 131, 273, 141, 122, 34, 53, 
-239, -204, 34, 222, -136, -85, 131, 292, 151, 122, 29, 43, 
-229, -200, 29, 214, -129, -85, 131, 302, 156, 126, 34, 43, 
-224, -195, 29, 209, -126, -82, 131, 307, 156, 131, 34, 43, 
-214, -185, 29, 200, -122, -78, 131, 307, 165, 136, 34, 43, 
-195, -180, 14, 187, -104, -82, 126, 322, 170, 136, 29, 43, 
-195, -175, 19, 185, -107, -78, 122, 326, 175, 141, 34, 43, 
-185, -161, 24, 173, -104, -68, 117, 331, 180, 141, 43, 48, 
-180, -156, 24, 168, -102, -65, 112, 341, 190, 136, 43, 48, 
-170, -146, 24, 158, -97, -61, 102, 351, 204, 146, 34, 39, 
-165, -136, 29, 151, -97, -53, 102, 356, 214, 151, 43, 43, 
-161, -131, 29, 146, -95, -51, 102, 366, 229, 151, 48, 48, 
-151, -131, 19, 141, -85, -56, 102, 370, 229, 156, 53, 48, 
-146, -117, 29, 131, -87, -43, 92, 385, 239, 156, 53, 48, 
-131, -112, 19, 122, -75, -46, 87, 385, 244, 161, 53, 48, 
-131, -102, 29, 117, -80, -36, 82, 390, 253, 165, 63, 48, 
-126, -97, 29, 112, -78, -34, 78, 395, 263, 170, 68, 48, 
-117, -82, 34, 100, -75, -24, 68, 395, 268, 165, 68, 43, 
-107, -82, 24, 95, -65, -29, 68, 395, 268, 170, 68, 43, 
-102, -82, 19, 92, -61, -31, 68, 395, 278, 170, 68, 43, 
-87, -78, 9, 82, -48, -34, 63, 405, 283, 170, 68, 43, 
-73, -68, 4, 70, -39, -31, 58, 405, 292, 161, 63, 43, 
-73, -63, 9, 68, -41, -26, 48, 405, 292, 165, 63, 43, 
-68, -58, 9, 63, -39, -24, 43, 405, 302, 165, 68, 43, 
-63, -48, 14, 56, -39, -17, 39, 409, 307, 175, 68, 43, 
-58, -39, 19, 48, -39, -9, 29, 419, 307, 175, 63, 53, 
-58, -39, 19, 48, -39, -9, 29, 414, 307, 175, 63, 48, 
-58, -39, 19, 48, -39, -9, 29, 414, 307, 175, 68, 43, 
-58, -34, 24, 46, -41, -4, 29, 419, 317, 175, 68, 43, 
-43, -19, 24, 31, -34, 2, 4, 419, 307, 165, 63, 39, 
-29, -19, 9, 24, -19, -4, 0, 419, 307, 165, 58, 39, 
-19, -9, 9, 14, -14, 0, -4, 414, 307, 165, 58, 34, 
-4, -4, 0, 4, -2, -2, -14, 409, 312, 170, 58, 29, 
-4, -4, 0, 4, -2, -2, -14, 400, 312, 161, 48, 29, 
0, 0, 0, 0, 0, 0, -14, 409, 312, 165, 48, 29, 
0, 0, 0, 0, 0, 0, -14, 409, 312, 165, 48, 29, 
0, 0, 0, 0, 0, 0, -19, 405, 312, 165, 53, 29, 
0, 14, 14, -7, -7, 14, -39, 400, 322, 151, 53, 29, 
4, 14, 9, -9, -2, 12, -39, 390, 307, 146, 53, 29, 
4, 14, 9, -9, -2, 12, -39, 380, 302, 146, 48, 29, 
4, 14, 9, -9, -2, 12, -39, 370, 302, 141, 48, 29, 
4, 14, 9, -9, -2, 12, -43, 361, 287, 131, 43, 29, 
0, 14, 14, -7, -7, 14, -48, 351, 273, 122, 34, 29, 
-4, 14, 19, -4, -12, 17, -58, 341, 268, 117, 24, 24, 
-9, 14, 24, -2, -17, 19, -63, 326, 253, 107, 19, 14, 
-4, 9, 14, -2, -9, 12, -73, 312, 244, 87, 9, 14, 
-9, 4, 14, 2, -12, 9, -78, 292, 229, 78, 0, 9, 
-9, 0, 9, 4, -9, 4, -82, 278, 214, 68, -4, 9, 
-4, -4, 0, 4, -2, -2, -82, 268, 204, 58, -14, 9, 
-9, -4, 4, 7, -7, 0, -92, 253, 190, 39, -24, 9, 
-14, -14, 0, 14, -7, -7, -92, 244, 180, 34, -34, 9, 
-19, -14, 4, 17, -12, -4, -102, 229, 161, 24, -39, 0, 
-24, -19, 4, 21, -14, -7, -102, 214, 146, 14, -43, 0, 
-19, -19, 0, 19, -9, -9, -107, 200, 131, -4, -53, -4, 
-24, -19, 4, 21, -14, -7, -112, 185, 122, -14, -68, -4, 
-34, -24, 9, 29, -21, -7, -117, 175, 107, -29, -78, -14, 
-39, -29, 9, 34, -24, -9, -117, 161, 92, -39, -82, -14, 
-43, -48, -4, 46, -19, -26, -117, 141, 78, -58, -92, -24, 
-43, -53, -9, 48, -17, -31, -122, 131, 63, -63, -97, -29, 
-48, -58, -9, 53, -19, -34, -126, 122, 53, -73, -107, -29, 
-58, -68, -9, 63, -24, -39, -131, 112, 39, -82, -126, -29, 
-48, -68, -19, 58, -14, -43, -136, 92, 24, -102, -146, -34, 
-48, -73, -24, 61, -12, -48, -141, 92, 14, -112, -151, -48, 
-48, -82, -34, 65, -7, -58, -146, 78, 4, -122, -156, -53, 
-48, -92, -43, 70, -2, -68, -151, 78, -4, -131, -165, -63, 
-68, -92, -24, 80, -21, -58, -151, 73, -9, -131, -180, -63, 
-68, -102, -34, 85, -17, -68, -146, 68, -14, -136, -185, -63, 
-78, -112, -34, 95, -21, -73, -146, 63, -24, -146, -185, -63, 
-78, -112, -34, 95, -21, -73, -146, 63, -29, -146, -195, -63, 
-68, -107, -39, 87, -14, -73, -156, 48, -39, -151, -195, -73, 
-73, -112, -39, 92, -17, -75, -156, 48, -39, -161, -200, -73, 
-73, -112, -39, 92, -17, -75, -156, 48, -43, -170, -204, -73, 
-73, -107, -34, 90, -19, -70, -156, 48, -48, -185, -204, -73, 
-73, -107, -34, 90, -19, -70, -161, 43, -63, -200, -214, -82, 
-78, -117, -39, 97, -19, -78, -165, 43, -63, -200, -219, -87, 
-78, -122, -43, 100, -17, -82, -165, 43, -63, -190, -224, -87, 
-82, -126, -43, 104, -19, -85, -170, 43, -63, -190, -229, -87, 
-92, -122, -29, 107, -31, -75, -170, 53, -58, -200, -229, -82, 
-87, -122, -34, 104, -26, -78, -170, 53, -58, -200, -239, -87, 
-87, -126, -39, 107, -24, -82, -175, 53, -63, -200, -239, -87, 
-87, -126, -39, 107, -24, -82, -175, 53, -68, -214, -239, -87, 
-82, -117, -34, 100, -24, -75, -175, 48, -68, -209, -244, -92, 
-73, -122, -48, 97, -12, -85, -180, 43, -68, -214, -248, -97, 
-73, -122, -48, 97, -12, -85, -185, 39, -68, -219, -253, -102, 
-73, -122, -48, 97, -12, -85, -190, 34, -68, -224, -258, -107, 
-63, -126, -63, 95, 0, -95, -190, 34, -82, -224, -273, -107, 
-53, -126, -73, 90, 9, -100, -190, 34, -82, -229, -273, -107, 
-53, -126, -73, 90, 9, -100, -190, 34, -82, -229, -273, -112, 
-58, -131, -73, 95, 7, -102, -185, 34, -82, -229, -278, -117, 
-68, -131, -63, 100, -2, -97, -190, 43, -78, -239, -278, -126, 
-73, -131, -58, 102, -7, -95, -195, 43, -78, -239, -278, -126, 
-78, -131, -53, 104, -12, -92, -195, 39, -78, -239, -283, -126, 
-78, -126, -48, 102, -14, -87, -200, 39, -78, -239, -283, -122, 
-68, -122, -53, 95, -7, -87, -190, 29, -78, -253, -283, -126, 
-58, -122, -63, 90, 2, -92, -195, 29, -82, -253, -287, -126, 
-58, -122, -63, 90, 2, -92, -195, 29, -82, -248, -287, -126, 
-63, -122, -58, 92, -2, -90, -190, 29, -82, -248, -287, -126, 
-63, -131, -68, 97, 2, -100, -195, 29, -87, -258, -292, -141, 
-53, -126, -73, 90, 9, -100, -200, 29, -87, -258, -292, -146, 
-53, -126, -73, 90, 9, -100, -204, 29, -87, -258, -297, -146, 
-58, -126, -68, 92, 4, -97, -204, 34, -87, -263, -302, -146, 
-78, -122, -43, 100, -17, -82, -195, 24, -87, -253, -292, -141, 
-68, -117, -48, 92, -9, -82, -195, 24, -82, -253, -292, -141, 
-68, -107, -39, 87, -14, -73, -195, 24, -82, -253, -297, -136, 
-68, -107, -39, 87, -14, -73, -195, 24, -82, -253, -297, -131, 
-68, -102, -34, 85, -17, -68, -195, 24, -82, -263, -307, -136, 
-63, -102, -39, 82, -12, -70, -200, 24, -82, -258, -302, -136, 
-58, -102, -43, 80, -7, -73, -204, 24, -82, -258, -302, -136, 
-53, -97, -43, 75, -4, -70, -209, 29, -82, -253, -302, -136, 
-58, -102, -43, 80, -7, -73, -204, 19, -82, -253, -302, -141, 
-63, -97, -34, 80, -14, -65, -204, 19, -82, -253, -302, -146, 
-68, -102, -34, 85, -17, -68, -204, 24, -82, -253, -302, -151, 
-78, -112, -34, 95, -21, -73, -204, 24, -78, -253, -302, -156, 
-73, -107, -34, 90, -19, -70, -214, 29, -82, -258, -307, -165, 
-63, -107, -43, 85, -9, -75, -214, 29, -78, -263, -312, -161, 
-58, -102, -43, 80, -7, -73, -214, 34, -78, -268, -317, -161, 
-53, -102, -48, 78, -2, -75, -214, 34, -78, -268, -322, -156, 
-63, -102, -39, 82, -12, -70, -209, 34, -68, -253, -307, -141, 
-68, -97, -29, 82, -19, -63, -204, 39, -63, -248, -302, -141, 
-68, -97, -29, 82, -19, -63, -200, 39, -63, -248, -302, -146, 
-68, -102, -34, 85, -17, -68, -200, 39, -63, -253, -307, -146, 
-48, -92, -43, 70, -2, -68, -200, 29, -63, -253, -317, -156, 
-48, -87, -39, 68, -4, -63, -195, 34, -63, -248, -312, -151, 
-53, -87, -34, 70, -9, -61, -195, 34, -63, -248, -312, -146, 
-63, -87, -24, 75, -19, -56, -195, 39, -63, -248, -312, -146, 
-53, -87, -34, 70, -9, -61, -195, 29, -63, -253, -302, -156, 
-43, -87, -43, 65, 0, -65, -195, 29, -58, -253, -297, -156, 
-39, -87, -48, 63, 4, -68, -190, 29, -53, -253, -297, -156, 
-39, -82, -43, 61, 2, -63, -190, 34, -53, -253, -297, -156, 
-29, -82, -53, 56, 12, -68, -190, 24, -53, -258, -292, -156, 
-29, -82, -53, 56, 12, -68, -195, 24, -53, -253, -297, -161, 
-29, -82, -53, 56, 12, -68, -200, 24, -58, -253, -302, -161, 
-19, -78, -58, 48, 19, -68, -204, 24, -63, -248, -307, -156, 
-19, -68, -48, 43, 14, -58, -200, 29, -53, -239, -297, -141, 
-29, -63, -34, 46, 2, -48, -190, 34, -43, -229, -287, -136, 
-48, -58, -9, 53, -19, -34, -185, 39, -39, -224, -273, -126, 
-34, -48, -14, 41, -9, -31, -175, 39, -39, -224, -273, -136, 
-29, -48, -19, 39, -4, -34, -175, 39, -39, -224, -273, -136, 
-24, -48, -24, 36, 0, -36, -175, 39, -39, -224, -273, -136, 
-19, -48, -29, 34, 4, -39, -175, 39, -39, -224, -273, -136, 
-19, -39, -19, 29, 0, -29, -156, 43, -24, -214, -273, -131, 
-19, -39, -19, 29, 0, -29, -156, 48, -24, -214, -273, -131, 
-9, -39, -29, 24, 9, -34, -156, 53, -24, -214, -273, -126, 
-9, -29, -19, 19, 4, -24, -156, 53, -24, -214, -273, -122, 
0, -29, -29, 14, 14, -29, -146, 43, -29, -224, -268, -131, 
0, -34, -34, 17, 17, -34, -146, 43, -29, -219, -268, -131, 
9, -39, -48, 14, 29, -43, -146, 43, -24, -209, -263, -126, 
14, -34, -48, 9, 31, -41, -146, 53, -19, -209, -258, -117, 
29, -9, -39, -9, 34, -24, -146, 53, -4, -204, -253, -112, 
34, 4, -29, -19, 31, -12, -146, 53, 0, -200, -244, -107, 
43, 24, -19, -34, 31, 2, -156, 39, 0, -190, -239, -92, 
53, 34, -19, -43, 36, 7, -175, 34, 0, -190, -234, -92, 
48, 34, -14, -41, 31, 9, -180, 19, 0, -180, -224, -78, 
53, 39, -14, -46, 34, 12, -185, 14, 0, -180, -224, -78, 
