I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-146, 165, 312, -9, -229, 239, -522, -946, -1107, -644, -302, -58, 
-146, 92, 239, 26, -192, 165, -429, -819, -1019, -610, -331, -126, 
-136, 53, 190, 41, -163, 122, -346, -727, -971, -590, -346, -156, 
-126, 58, 185, 34, -156, 122, -307, -639, -888, -556, -322, -170, 
-107, 53, 161, 26, -134, 107, -273, -531, -775, -483, -292, -161, 
-97, 39, 136, 29, -117, 87, -234, -429, -683, -414, -268, -151, 
-92, 24, 117, 34, -104, 70, -170, -346, -595, -375, -248, -136, 
-78, 14, 92, 31, -85, 53, -102, -268, -512, -331, -209, -122, 
-63, -4, 58, 34, -61, 26, -39, -195, -429, -283, -180, -102, 
-43, -4, 39, 24, -41, 17, -9, -161, -370, -234, -146, -92, 
-29, 4, 34, 12, -31, 19, -19, -146, -331, -204, -122, -92, 
-29, -19, 9, 24, -19, -4, 0, -122, -317, -185, -102, -78, 
-19, -29, -9, 24, -4, -19, 14, -78, -283, -161, -97, -68, 
-19, -4, 14, 12, -17, 4, 4, -68, -244, -136, -82, -68, 
-29, 14, 43, 7, -36, 29, -9, -63, -219, -122, -92, -73, 
-29, -9, 19, 19, -24, 4, 0, -53, -195, -126, -97, -82, 
-19, -39, -19, 29, 0, -29, 19, -39, -170, -117, -82, -73, 
-19, -39, -19, 29, 0, -29, 19, -39, -165, -107, -78, -68, 
-24, -39, -14, 31, -4, -26, 24, -34, -165, -107, -73, -63, 
-24, -39, -14, 31, -4, -26, 29, -24, -161, -97, -73, -58, 
-19, -43, -24, 31, 2, -34, 48, -19, -170, -102, -68, -48, 
-19, -53, -34, 36, 7, -43, 53, -14, -161, -97, -73, -48, 
-19, -58, -39, 39, 9, -48, 53, -9, -156, -92, -68, -53, 
-19, -63, -43, 41, 12, -53, 53, -9, -156, -87, -58, -53, 
-24, -73, -48, 48, 12, -61, 43, 0, -141, -87, -58, -68, 
-24, -63, -39, 43, 7, -51, 39, 0, -136, -78, -58, -68, 
-29, -63, -34, 46, 2, -48, 39, 0, -136, -78, -58, -63, 
-29, -73, -43, 51, 7, -58, 39, 0, -131, -78, -48, -63, 
-14, -53, -39, 34, 12, -46, 34, 4, -131, -87, -58, -63, 
-9, -39, -29, 24, 9, -34, 34, 4, -136, -82, -63, -63, 
-9, -19, -9, 14, 0, -14, 39, 4, -141, -82, -63, -63, 
-9, -19, -9, 14, 0, -14, 39, 0, -141, -82, -58, -63, 
-24, -39, -14, 31, -4, -26, 48, 4, -136, -78, -58, -63, 
-24, -24, 0, 24, -12, -12, 43, 4, -136, -78, -58, -68, 
-24, -24, 0, 24, -12, -12, 43, 4, -131, -78, -58, -68, 
-24, -24, 0, 24, -12, -12, 48, 4, -112, -78, -58, -68, 
-14, -14, 0, 14, -7, -7, 48, 4, -122, -78, -58, -53, 
-9, -19, -9, 14, 0, -14, 39, 4, -126, -78, -58, -53, 
-9, -19, -9, 14, 0, -14, 39, 4, -126, -78, -58, -53, 
-9, -24, -14, 17, 2, -19, 43, 4, -122, -78, -53, -53, 
-9, -34, -24, 21, 7, -29, 43, 4, -122, -78, -58, -63, 
-9, -34, -24, 21, 7, -29, 43, 9, -122, -68, -58, -58, 
-9, -29, -19, 19, 4, -24, 43, 4, -122, -68, -63, -58, 
-9, -29, -19, 19, 4, -24, 43, 0, -122, -73, -68, -58, 
-19, -34, -14, 26, -2, -24, 48, 9, -126, -73, -68, -58, 
-19, -34, -14, 26, -2, -24, 48, 9, -126, -73, -68, -58, 
-19, -39, -19, 29, 0, -29, 48, 9, -126, -73, -63, -58, 
-19, -48, -29, 34, 4, -39, 48, 14, -122, -68, -53, -53, 
-24, -68, -43, 46, 9, -56, 53, 29, -117, -63, -48, -43, 
-24, -63, -39, 43, 7, -51, 58, 29, -117, -58, -43, -48, 
-24, -58, -34, 41, 4, -46, 58, 24, -117, -53, -48, -53, 
-24, -53, -29, 39, 2, -41, 63, 24, -112, -53, -43, -58, 
-14, -53, -39, 34, 12, -46, 53, 34, -112, -53, -43, -58, 
-19, -53, -34, 36, 7, -43, 58, 34, -107, -53, -39, -53, 
-19, -63, -43, 41, 12, -53, 58, 34, -102, -53, -39, -53, 
-14, -63, -48, 39, 17, -56, 53, 39, -102, -48, -39, -48, 
-19, -63, -43, 41, 12, -53, 53, 29, -112, -53, -43, -48, 
-19, -63, -43, 41, 12, -53, 53, 29, -107, -53, -43, -48, 
-19, -63, -43, 41, 12, -53, 58, 34, -107, -53, -43, -48, 
-19, -73, -53, 46, 17, -63, 58, 34, -107, -53, -43, -48, 
-24, -53, -29, 39, 2, -41, 48, 24, -122, -68, -48, -53, 
-24, -39, -14, 31, -4, -26, 43, 24, -122, -73, -53, -63, 
-24, -24, 0, 24, -12, -12, 43, 24, -122, -82, -58, -68, 
-24, -14, 9, 19, -17, -2, 43, 29, -122, -87, -63, -73, 
-24, -34, -9, 29, -7, -21, 43, 39, -117, -73, -48, -68, 
-24, -39, -14, 31, -4, -26, 43, 39, -102, -68, -48, -63, 
-24, -43, -19, 34, -2, -31, 43, 43, -97, -63, -48, -58, 
-24, -48, -24, 36, 0, -36, 43, 43, -92, -58, -48, -53, 
-19, -39, -19, 29, 0, -29, 43, 48, -92, -48, -43, -53, 
-19, -39, -19, 29, 0, -29, 48, 48, -92, -48, -43, -53, 
-19, -39, -19, 29, 0, -29, 48, 48, -92, -48, -43, -53, 
-19, -39, -19, 29, 0, -29, 43, 48, -92, -48, -43, -53, 
-9, -34, -24, 21, 7, -29, 43, 39, -97, -58, -48, -58, 
-9, -29, -19, 19, 4, -24, 43, 39, -97, -63, -48, -63, 
-9, -9, 0, 9, -4, -4, 43, 39, -97, -68, -53, -68, 
-9, -4, 4, 7, -7, 0, 43, 43, -97, -73, -58, -68, 
-19, -24, -4, 21, -7, -14, 48, 53, -87, -58, -53, -58, 
-19, -34, -14, 26, -2, -24, 48, 53, -87, -53, -48, -58, 
-24, -19, 4, 21, -14, -7, 48, 53, -87, -53, -43, -58, 
-24, -19, 4, 21, -14, -7, 48, 58, -87, -48, -39, -58, 
-14, -39, -24, 26, 4, -31, 58, 63, -82, -48, -34, -53, 
-9, -43, -34, 26, 12, -39, 58, 68, -78, -48, -29, -43, 
-9, -43, -34, 26, 12, -39, 58, 78, -68, -43, -24, -39, 
-4, -34, -29, 19, 12, -31, 58, 82, -58, -43, -14, -34, 
-4, -19, -14, 12, 4, -17, 48, 78, -63, -48, -19, -39, 
-4, -14, -9, 9, 2, -12, 48, 73, -68, -53, -24, -43, 
-4, -9, -4, 7, 0, -7, 48, 78, -68, -53, -29, -48, 
-4, -9, -4, 7, 0, -7, 48, 73, -73, -58, -34, -53, 
-14, -19, -4, 17, -4, -12, 53, 78, -68, -58, -24, -43, 
-14, -19, -4, 17, -4, -12, 58, 82, -63, -53, -24, -43, 
-14, -19, -4, 17, -4, -12, 63, 97, -58, -43, -19, -43, 
-14, -19, -4, 17, -4, -12, 68, 102, -48, -39, -19, -39, 
-14, -24, -9, 19, -2, -17, 58, 97, -48, -39, -19, -39, 
-14, -24, -9, 19, -2, -17, 58, 102, -53, -39, -19, -39, 
-14, -14, 0, 14, -7, -7, 58, 102, -53, -39, -14, -39, 
-9, -9, 0, 9, -4, -4, 63, 102, -58, -39, -14, -39, 
-9, 0, 9, 4, -9, 4, 53, 97, -58, -39, -29, -48, 
-14, 0, 14, 7, -14, 7, 53, 102, -58, -39, -29, -48, 
-14, 4, 19, 4, -17, 12, 53, 102, -53, -43, -34, -48, 
-14, 14, 29, 0, -21, 21, 53, 107, -53, -58, -34, -48, 
-4, 14, 19, -4, -12, 17, 53, 112, -43, -53, -34, -34, 
-4, 9, 14, -2, -9, 12, 53, 117, -43, -48, -24, -34, 
-4, -4, 0, 4, -2, -2, 58, 131, -43, -43, -24, -24, 
-4, -4, 0, 4, -2, -2, 58, 131, -43, -39, -24, -24, 
0, 9, 9, -4, -4, 9, 58, 141, -39, -48, -24, -24, 
0, 9, 9, -4, -4, 9, 58, 146, -39, -48, -24, -24, 
0, 29, 29, -14, -14, 29, 58, 151, -34, -48, -29, -24, 
0, 19, 19, -9, -9, 19, 58, 156, -29, -48, -29, -24, 
0, 24, 24, -12, -12, 24, 48, 146, -39, -43, -24, -34, 
0, 34, 34, -17, -17, 34, 53, 146, -39, -43, -24, -34, 
4, 43, 39, -24, -17, 41, 53, 156, -39, -43, -24, -39, 
4, 53, 48, -29, -21, 51, 53, 161, -39, -43, -24, -39, 
-9, 43, 53, -17, -31, 48, 53, 165, -29, -34, -24, -48, 
-9, 39, 48, -14, -29, 43, 53, 165, -29, -39, -24, -48, 
-9, 39, 48, -14, -29, 43, 53, 185, -29, -39, -24, -48, 
-9, 48, 58, -19, -34, 53, 53, 170, -29, -39, -24, -48, 
0, 53, 53, -26, -26, 53, 63, 190, -19, -39, -14, -43, 
4, 63, 58, -34, -26, 61, 63, 190, -24, -43, -19, -39, 
9, 48, 39, -29, -14, 43, 58, 195, -24, -43, -19, -34, 
14, 58, 43, -36, -14, 51, 58, 195, -19, -43, -19, -19, 
0, 63, 63, -31, -31, 63, 63, 200, -19, -39, -19, -9, 
0, 58, 58, -29, -29, 58, 68, 200, -19, -43, -19, -9, 
0, 48, 48, -24, -24, 48, 68, 200, -24, -48, -19, -9, 
0, 43, 43, -21, -21, 43, 68, 209, -29, -48, -19, -14, 
0, 43, 43, -21, -21, 43, 73, 214, -19, -48, -19, -14, 
0, 43, 43, -21, -21, 43, 73, 214, -24, -48, -19, -14, 
0, 48, 48, -24, -24, 48, 68, 214, -24, -53, -19, -14, 
9, 63, 53, -36, -21, 58, 68, 214, -29, -58, -24, -19, 
9, 78, 68, -43, -29, 73, 58, 200, -39, -63, -34, -29, 
9, 63, 53, -36, -21, 58, 58, 200, -43, -68, -39, -24, 
9, 68, 58, -39, -24, 63, 58, 200, -48, -73, -39, -24, 
9, 92, 82, -51, -36, 87, 58, 200, -63, -82, -43, -24, 
9, 97, 87, -53, -39, 92, 58, 200, -68, -73, -34, -34, 
9, 82, 73, -46, -31, 78, 63, 200, -63, -78, -34, -34, 
4, 97, 92, -51, -43, 95, 63, 200, -58, -92, -39, -34, 
4, 107, 102, -56, -48, 104, 53, 200, -63, -97, -48, -39, 
-4, 102, 107, -48, -56, 104, 63, 195, -68, -87, -43, -34, 
0, 97, 97, -48, -48, 97, 63, 195, -73, -92, -39, -29, 
0, 92, 92, -46, -46, 92, 58, 190, -78, -92, -34, -24, 
0, 82, 82, -41, -41, 82, 58, 190, -82, -92, -29, -19, 
-9, 82, 92, -36, -51, 87, 58, 175, -87, -107, -39, -24, 
-14, 82, 97, -34, -56, 90, 58, 170, -92, -112, -43, -24, 
-14, 92, 107, -39, -61, 100, 53, 170, -102, -112, -43, -24, 
-14, 92, 107, -39, -61, 100, 53, 170, -102, -112, -39, -24, 
-4, 92, 97, -43, -51, 95, 43, 165, -92, -122, -48, -29, 
-4, 102, 107, -48, -56, 104, 39, 156, -97, -122, -48, -29, 
-4, 102, 107, -48, -56, 104, 34, 156, -107, -122, -43, -19, 
-4, 102, 107, -48, -56, 104, 29, 151, -117, -126, -43, -19, 
4, 107, 102, -56, -48, 104, 14, 126, -126, -126, -43, -19, 
4, 122, 117, -63, -56, 119, 9, 122, -126, -126, -43, -19, 
4, 126, 122, -65, -58, 124, 9, 117, -136, -126, -43, -19, 
4, 126, 122, -65, -58, 124, 9, 112, -136, -126, -34, -9, 
4, 117, 112, -61, -53, 114, 19, 122, -126, -117, -24, 4, 
4, 112, 107, -58, -51, 109, 19, 117, -126, -107, -19, 14, 
4, 112, 107, -58, -51, 109, 4, 97, -126, -97, -14, 14, 
9, 107, 97, -58, -43, 102, 0, 92, -126, -82, -4, 14, 
19, 102, 82, -61, -31, 92, 9, 97, -117, -78, 0, 19, 
24, 136, 112, -80, -43, 124, -4, 87, -117, -78, 0, 19, 
24, 122, 97, -73, -36, 109, -4, 82, -126, -68, 0, 19, 
24, 92, 68, -58, -21, 80, -4, 87, -117, -63, 14, 29, 
19, 97, 78, -58, -29, 87, -14, 78, -122, -63, 4, 19, 
19, 117, 97, -68, -39, 107, -14, 63, -122, -63, 4, 19, 
24, 112, 87, -68, -31, 100, -14, 53, -122, -68, 4, 19, 
24, 102, 78, -63, -26, 90, -19, 48, -122, -73, 4, 19, 
24, 97, 73, -61, -24, 85, -14, 48, -112, -68, 14, 29, 
34, 87, 53, -61, -9, 70, -9, 43, -112, -63, 14, 29, 
34, 82, 48, -58, -7, 65, -4, 43, -102, -58, 19, 29, 
34, 68, 34, -51, 0, 51, 0, 43, -102, -48, 19, 29, 
19, 78, 58, -48, -19, 68, 0, 19, -112, -58, 9, 14, 
19, 73, 53, -46, -17, 63, 0, 19, -107, -48, 9, 14, 
19, 68, 48, -43, -14, 58, 0, 19, -107, -48, 9, 14, 
19, 68, 48, -43, -14, 58, 0, 19, -107, -48, 9, 14, 
9, 78, 68, -43, -29, 73, -4, 4, -117, -48, 0, 0, 
9, 58, 48, -34, -19, 53, -4, 4, -107, -39, 0, 0, 
9, 53, 43, -31, -17, 48, -4, 9, -107, -43, 0, 0, 
9, 43, 34, -26, -12, 39, -4, 9, -107, -48, 0, 0, 
19, 63, 43, -41, -12, 53, 0, 0, -117, -48, 4, -9, 
19, 43, 24, -31, -2, 34, 9, 14, -107, -39, 9, -9, 
19, 24, 4, -21, 7, 14, 14, 19, -92, -34, 9, -4, 
14, 19, 4, -17, 4, 12, 19, 24, -92, -34, 0, -4, 
14, 43, 29, -29, -7, 36, 4, 4, -102, -48, -14, -24, 
14, 53, 39, -34, -12, 46, 4, 4, -107, -53, -14, -29, 
14, 43, 29, -29, -7, 36, 9, 4, -107, -58, -14, -29, 
14, 24, 9, -19, 2, 17, 9, 4, -107, -63, -14, -24, 
9, 14, 4, -12, 2, 9, 9, 4, -102, -53, -4, -19, 
9, 14, 4, -12, 2, 9, 14, 4, -97, -48, -4, -19, 
9, 9, 0, -9, 4, 4, 19, 9, -97, -43, -4, -14, 
9, -4, -14, -2, 12, -9, 24, 9, -97, -39, -4, -9, 
14, -9, -24, -2, 19, -17, 24, 14, -107, -48, -4, -19, 
14, -4, -19, -4, 17, -12, 24, 14, -107, -48, -4, -19, 
14, 9, -4, -12, 9, 2, 24, 14, -97, -48, -4, -24, 
14, 14, 0, -14, 7, 7, 24, 14, -97, -48, -9, -24, 
9, -9, -19, 0, 14, -14, 39, 29, -87, -53, -9, -29, 
9, -14, -24, 2, 17, -19, 39, 29, -92, -53, -9, -29, 
4, -9, -14, 2, 9, -12, 39, 24, -92, -53, -19, -34, 
4, 4, 0, -4, 2, 2, 39, 14, -97, -68, -19, -34, 
-9, -4, 4, 7, -7, 0, 24, 19, -107, -68, -29, -43, 
-9, 0, 9, 4, -9, 4, 24, 14, -107, -63, -34, -43, 
-9, 4, 14, 2, -12, 9, 24, 9, -107, -63, -34, -48, 
-9, 19, 29, -4, -19, 24, 24, 4, -107, -68, -34, -53, 
0, 19, 19, -9, -9, 19, 24, 4, -122, -68, -29, -43, 
0, 14, 14, -7, -7, 14, 24, 4, -122, -68, -29, -43, 
0, 9, 9, -4, -4, 9, 34, 4, -112, -58, -29, -43, 
0, 0, 0, 0, 0, 0, 39, 14, -112, -43, -24, -34, 
0, -9, -9, 4, 4, -9, 43, 29, -102, -43, -14, -24, 
0, -14, -14, 7, 7, -14, 43, 34, -87, -48, -14, -24, 
0, -24, -24, 12, 12, -24, 43, 34, -102, -58, -14, -29, 
0, -29, -29, 14, 14, -29, 39, 29, -102, -58, -19, -29, 
0, -9, -9, 4, 4, -9, 24, 14, -112, -73, -29, -34, 
-4, 14, 19, -4, -12, 17, 24, 4, -122, -73, -34, -39, 
-4, 34, 39, -14, -21, 36, 19, 4, -126, -78, -43, -63, 
-4, 43, 48, -19, -26, 46, 19, 4, -126, -78, -29, -58, 
0, 19, 19, -9, -9, 19, 24, 19, -122, -68, -29, -48, 
0, 14, 14, -7, -7, 14, 24, 19, -117, -63, -29, -48, 
0, -4, -4, 2, 2, -4, 24, 24, -107, -58, -29, -43, 
0, -9, -9, 4, 4, -9, 29, 24, -97, -58, -24, -43, 
9, 0, -9, -4, 9, -4, 29, 14, -97, -53, -34, -53, 
9, 0, -9, -4, 9, -4, 29, 14, -97, -58, -34, -53, 
9, 4, -4, -7, 7, 0, 29, 14, -102, -73, -34, -53, 
4, 14, 9, -9, -2, 12, 24, 14, -122, -82, -34, -53, 
-4, 0, 4, 2, -4, 2, 34, 19, -117, -78, -39, -58, 
0, 0, 0, 0, 0, 0, 34, 19, -112, -78, -34, -53, 
0, 0, 0, 0, 0, 0, 34, 19, -102, -73, -29, -43, 
0, 0, 0, 0, 0, 0, 29, 14, -92, -68, -29, -39, 
0, 4, 4, -2, -2, 4, 19, 14, -102, -68, -29, -48, 
0, 0, 0, 0, 0, 0, 24, 14, -102, -68, -29, -48, 
0, -14, -14, 7, 7, -14, 24, 19, -92, -68, -29, -48, 
0, -9, -9, 4, 4, -9, 24, 19, -92, -68, -24, -43, 
-9, -9, 0, 9, -4, -4, 34, 19, -87, -63, -14, -39, 
-4, -14, -9, 9, 2, -12, 34, 29, -92, -63, -14, -39, 
-4, -4, 0, 4, -2, -2, 34, 19, -102, -68, -14, -43, 
-9, -9, 0, 9, -4, -4, 34, 14, -112, -73, -14, -43, 
-9, -19, -9, 14, 0, -14, 43, 14, -107, -73, -19, -43, 
-9, -34, -24, 21, 7, -29, 43, 14, -102, -63, -19, -39, 
-4, -34, -29, 19, 12, -31, 39, 14, -97, -63, -19, -39, 
-4, -34, -29, 19, 12, -31, 39, 14, -92, -63, -19, -39, 
4, -24, -29, 9, 17, -26, 39, 14, -102, -63, -19, -43, 
0, -14, -14, 7, 7, -14, 34, 14, -102, -63, -24, -48, 
0, -9, -9, 4, 4, -9, 34, 14, -102, -68, -24, -48, 
0, -9, -9, 4, 4, -9, 34, 14, -102, -68, -24, -43, 
-9, -4, 4, 7, -7, 0, 34, 0, -112, -78, -24, -43, 
-19, -4, 14, 12, -17, 4, 29, 0, -107, -78, -24, -48, 
-9, -4, 4, 7, -7, 0, 24, -4, -107, -78, -24, -53, 
-9, 0, 9, 4, -9, 4, 19, -4, -107, -78, -24, -63, 
-14, 4, 19, 4, -17, 12, 14, 4, -122, -78, -39, -63, 
-14, 14, 29, 0, -21, 21, 14, 0, -122, -82, -39, -63, 
-14, -9, 4, 12, -9, -2, 19, 0, -117, -82, -34, -68, 
-14, -9, 4, 12, -9, -2, 19, 0, -112, -78, -34, -68, 
-14, -9, 4, 12, -9, -2, 29, 0, -107, -78, -34, -58, 
-14, -9, 4, 12, -9, -2, 29, 0, -102, -78, -29, -48, 
-9, -9, 0, 9, -4, -4, 29, 4, -102, -78, -29, -48, 
-9, -14, -4, 12, -2, -9, 29, 4, -107, -78, -29, -48, 
-9, -9, 0, 9, -4, -4, 19, 0, -117, -68, -39, -48, 
-9, -9, 0, 9, -4, -4, 19, 0, -126, -73, -39, -53, 
-9, -9, 0, 9, -4, -4, 19, 4, -117, -73, -39, -53, 
-9, -24, -14, 17, 2, -19, 19, 4, -102, -73, -39, -48, 
0, -34, -34, 17, 17, -34, 39, 19, -87, -63, -19, -53, 
0, -29, -29, 14, 14, -29, 39, 9, -87, -63, -19, -53, 
0, -4, -4, 2, 2, -4, 24, 0, -102, -73, -29, -63, 
0, 9, 9, -4, -4, 9, 24, -9, -122, -73, -39, -68, 
0, 19, 19, -9, -9, 19, 24, -9, -112, -78, -29, -68, 
0, 19, 19, -9, -9, 19, 19, -4, -107, -73, -29, -68, 
0, 19, 19, -9, -9, 19, 19, -4, -107, -73, -29, -68, 
0, 14, 14, -7, -7, 14, 19, -14, -107, -73, -29, -68, 
-9, -4, 4, 7, -7, 0, 19, -14, -112, -73, -29, -58, 
-9, -4, 4, 7, -7, 0, 19, -4, -112, -78, -24, -53, 
-9, -9, 0, 9, -4, -4, 24, -4, -112, -78, -24, -53, 
-9, -19, -9, 14, 0, -14, 29, -4, -97, -78, -24, -48, 
-14, -24, -9, 19, -2, -17, 29, -4, -107, -68, -29, -48, 
-14, -19, -4, 17, -4, -12, 24, -9, -112, -68, -29, -53, 
-19, -34, -14, 26, -2, -24, 24, -9, -112, -68, -29, -53, 
-19, -39, -19, 29, 0, -29, 24, -4, -97, -68, -24, -53, 
-9, -43, -34, 26, 12, -39, 24, 4, -97, -68, -34, -53, 
-14, -39, -24, 26, 4, -31, 24, 4, -112, -73, -34, -53, 
-14, -34, -19, 24, 2, -26, 29, 0, -112, -73, -34, -48, 
-14, -29, -14, 21, 0, -21, 29, 0, -112, -73, -34, -48, 
-4, -19, -14, 12, 4, -17, 29, -4, -107, -63, -34, -58, 
-4, -19, -14, 12, 4, -17, 29, -4, -107, -63, -34, -58, 
-4, -19, -14, 12, 4, -17, 24, -9, -112, -68, -29, -58, 
0, -14, -14, 7, 7, -14, 24, -9, -126, -73, -29, -63, 
-9, -24, -14, 17, 2, -19, 19, -9, -122, -63, -29, -63, 
-9, -24, -14, 17, 2, -19, 19, -14, -117, -63, -34, -63, 
-9, -14, -4, 12, -2, -9, 19, -14, -112, -63, -34, -63, 
-9, -14, -4, 12, -2, -9, 19, -14, -117, -63, -34, -68, 
-24, -24, 0, 24, -12, -12, 19, -24, -117, -68, -34, -68, 
-24, -34, -9, 29, -7, -21, 19, -19, -117, -68, -34, -68, 
-24, -43, -19, 34, -2, -31, 24, -14, -112, -68, -34, -68, 
-24, -43, -19, 34, -2, -31, 24, -14, -92, -68, -29, -68, 
-24, -24, 0, 24, -12, -12, 14, -14, -102, -68, -29, -73, 
-19, -4, 14, 12, -17, 4, 9, -24, -117, -73, -34, -73, 
-19, 0, 19, 9, -19, 9, 9, -24, -122, -73, -34, -73, 
-19, -4, 14, 12, -17, 4, 9, -24, -122, -73, -34, -73, 
-9, -4, 4, 7, -7, 0, 9, -24, -122, -82, -34, -63, 
-9, -4, 4, 7, -7, 0, 9, -24, -112, -82, -34, -63, 
-9, -4, 4, 7, -7, 0, 9, -24, -112, -82, -34, -63, 
-9, 9, 19, 0, -14, 14, 9, -24, -112, -82, -34, -63, 
-9, -4, 4, 7, -7, 0, 19, -14, -107, -73, -24, -53, 
-9, -19, -9, 14, 0, -14, 19, -9, -107, -63, -24, -58, 
-9, -39, -29, 24, 9, -34, 19, -9, -102, -63, -24, -58, 
-9, -34, -24, 21, 7, -29, 14, -9, -102, -63, -24, -58, 
-19, -34, -14, 26, -2, -24, 24, -24, -112, -58, -24, -68, 
-19, -43, -24, 31, 2, -34, 24, -14, -112, -58, -14, -58, 
-19, -19, 0, 19, -9, -9, 9, -29, -126, -78, -29, -68, 
-19, -9, 9, 14, -14, 0, 9, -29, -126, -78, -29, -68, 
-19, -9, 9, 14, -14, 0, 9, -29, -126, -78, -29, -68, 
-19, -9, 9, 14, -14, 0, 9, -29, -126, -78, -29, -68, 
-19, -9, 9, 14, -14, 0, 9, -29, -126, -78, -29, -68, 
-19, -4, 14, 12, -17, 4, 19, -24, -117, -68, -34, -68, 
-14, -9, 4, 12, -9, -2, 19, -24, -117, -68, -34, -68, 
-14, -24, -9, 19, -2, -17, 19, -19, -117, -68, -34, -68, 
-14, -29, -14, 21, 0, -21, 19, -19, -117, -73, -34, -68, 
-24, -29, -4, 26, -9, -17, 29, -14, -107, -73, -34, -68, 
-24, -29, -4, 26, -9, -17, 29, -14, -107, -73, -24, -63, 
-19, -43, -24, 31, 2, -34, 34, -9, -107, -68, -24, -63, 
-19, -43, -24, 31, 2, -34, 34, -9, -107, -68, -24, -63, 
-19, -19, 0, 19, -9, -9, 14, -29, -117, -73, -24, -68, 
-19, -19, 0, 19, -9, -9, 24, -29, -117, -73, -24, -68, 
-19, -29, -9, 24, -4, -19, 24, -24, -117, -73, -24, -63, 
-19, -29, -9, 24, -4, -19, 24, -19, -117, -68, -24, -63, 
-9, -29, -19, 19, 4, -24, 19, -19, -126, -78, -24, -78, 
-9, -14, -4, 12, -2, -9, 19, -29, -131, -78, -29, -78, 
-9, -9, 0, 9, -4, -4, 14, -29, -131, -78, -29, -82, 
-9, -9, 0, 9, -4, -4, 14, -24, -131, -78, -29, -82, 
-9, -19, -9, 14, 0, -14, 14, -24, -117, -73, -34, -82, 
-9, -14, -4, 12, -2, -9, 19, -24, -117, -73, -34, -78, 
-9, 0, 9, 4, -9, 4, 19, -19, -112, -68, -34, -78, 
-9, 9, 19, 0, -14, 14, 24, -19, -107, -68, -29, -78, 
-9, 14, 24, -2, -17, 19, 34, -9, -92, -58, -9, -58, 
-9, 19, 29, -4, -19, 24, 34, -9, -92, -53, -9, -58, 
-9, 24, 34, -7, -21, 29, 34, -9, -92, -53, -9, -58, 
-9, 24, 34, -7, -21, 29, 39, -9, -92, -48, -9, -58, 
-4, 9, 14, -2, -9, 12, 58, 0, -87, -43, 0, -48, 
-4, 4, 9, 0, -7, 7, 63, 9, -82, -43, 0, -43, 
-4, 4, 9, 0, -7, 7, 63, 9, -73, -34, 0, -39, 
-4, 9, 14, -2, -9, 12, 63, 9, -73, -34, 4, -34, 
0, 34, 34, -17, -17, 34, 58, 9, -78, -39, 0, -48, 
0, 53, 53, -26, -26, 53, 43, 4, -78, -39, 4, -48, 
9, 78, 68, -43, -29, 73, 34, 0, -78, -39, 4, -48, 
19, 102, 82, -61, -31, 92, 19, -9, -82, -29, 0, -48, 
9, 87, 78, -48, -34, 82, 19, -9, -73, -19, 9, -43, 
9, 82, 73, -46, -31, 78, 9, -9, -68, -19, 14, -39, 
9, 78, 68, -43, -29, 73, 4, -19, -63, -14, 19, -34, 
9, 73, 63, -41, -26, 68, -9, -24, -63, -14, 24, -24, 
-9, 87, 97, -39, -53, 92, -34, -48, -78, -29, 14, -29, 
-9, 102, 112, -46, -61, 107, -39, -53, -92, -39, 9, -34, 
-4, 102, 107, -48, -56, 104, -39, -53, -102, -43, 9, -34, 
0, 97, 97, -48, -48, 97, -48, -58, -107, -48, 4, -39, 
14, 87, 73, -51, -29, 80, -43, -53, -102, -48, 14, -29, 
24, 97, 73, -61, -24, 85, -48, -53, -107, -43, 14, -29, 
29, 97, 68, -63, -19, 82, -48, -53, -102, -34, 14, -29, 
34, 97, 63, -65, -14, 80, -48, -48, -92, -24, 24, -19, 
43, 107, 63, -75, -9, 85, -43, -34, -82, -14, 34, -9, 
48, 107, 58, -78, -4, 82, -43, -34, -82, -14, 34, -9, 
48, 97, 48, -73, 0, 73, -43, -34, -82, -14, 34, -9, 
48, 97, 48, -73, 0, 73, -39, -24, -78, -9, 43, -9, 
34, 92, 58, -63, -12, 75, -34, -29, -78, 4, 43, 0, 
34, 92, 58, -63, -12, 75, -34, -29, -73, 4, 43, 0, 
24, 87, 63, -56, -19, 75, -34, -29, -73, 0, 43, 0, 
19, 68, 48, -43, -14, 58, -29, -34, -82, -9, 34, -4, 
24, 58, 34, -41, -4, 46, -29, -34, -92, -24, 29, -9, 
14, 53, 39, -34, -12, 46, -24, -34, -92, -24, 24, -14, 
4, 53, 48, -29, -21, 51, -19, -34, -87, -24, 24, -19, 
0, 24, 24, -12, -12, 24, -9, -34, -87, -29, 24, -24, 
0, 14, 14, -7, -7, 14, 0, -34, -92, -34, 14, -29, 
-4, 14, 19, -4, -12, 17, -4, -39, -102, -43, 4, -39, 
-9, 9, 19, 0, -14, 14, -4, -39, -107, -48, -4, -48, 
-14, 0, 14, 7, -14, 7, -4, -39, -112, -58, -14, -58, 
-4, -4, 0, 4, -2, -2, -4, -39, -117, -58, -24, -63, 
-4, -9, -4, 7, 0, -7, 0, -39, -117, -63, -24, -63, 
-14, -24, -9, 19, -2, -17, 0, -39, -122, -63, -24, -63, 
-19, -24, -4, 21, -7, -14, 9, -43, -122, -73, -29, -63, 
