I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-29, -48, -19, 39, -4, -34, 43, 9, -78, -136, -43, -9, 
-29, -48, -19, 39, -4, -34, 39, 4, -73, -136, -48, -9, 
-19, -43, -24, 31, 2, -34, 39, -4, -78, -146, -48, -9, 
-19, -48, -29, 34, 4, -39, 43, -4, -82, -146, -48, -9, 
-19, -63, -43, 41, 12, -53, 43, 0, -78, -146, -48, -9, 
-19, -58, -39, 39, 9, -48, 43, 0, -82, -146, -43, -4, 
-29, -43, -14, 36, -7, -29, 43, 0, -82, -131, -53, -9, 
-24, -43, -19, 34, -2, -31, 43, 9, -82, -131, -53, -9, 
-24, -29, -4, 26, -9, -17, 43, 0, -87, -136, -53, -14, 
-29, -29, 0, 29, -14, -14, 43, -4, -92, -141, -53, -14, 
-29, -39, -9, 34, -9, -24, 43, -4, -82, -141, -48, -4, 
-29, -53, -24, 41, -2, -39, 43, -4, -82, -131, -48, 0, 
-24, -53, -29, 39, 2, -41, 39, -4, -82, -131, -48, 0, 
-24, -53, -29, 39, 2, -41, 39, -4, -82, -131, -48, 0, 
-14, -58, -43, 36, 14, -51, 43, 4, -82, -126, -43, 0, 
-19, -63, -43, 41, 12, -53, 43, 4, -82, -122, -43, 0, 
-19, -73, -53, 46, 17, -63, 48, 4, -82, -122, -39, 4, 
-19, -87, -68, 53, 24, -78, 53, 4, -82, -117, -34, 14, 
-19, -68, -48, 43, 14, -58, 48, -14, -97, -126, -48, 0, 
-29, -43, -14, 36, -7, -29, 39, -19, -97, -136, -53, -9, 
-19, -19, 0, 19, -9, -9, 29, -29, -102, -146, -58, -19, 
-19, 9, 29, 4, -24, 19, 19, -34, -107, -156, -63, -34, 
-24, 9, 34, 7, -29, 21, 19, -19, -107, -151, -58, -29, 
-24, 4, 29, 9, -26, 17, 24, -19, -102, -151, -58, -24, 
-24, -34, -9, 29, -7, -21, 34, -14, -92, -146, -53, -24, 
-24, -48, -24, 36, 0, -36, 39, -9, -82, -136, -53, -19, 
-24, -58, -34, 41, 4, -46, 39, 0, -82, -126, -43, -9, 
-24, -58, -34, 41, 4, -46, 39, 0, -73, -126, -39, 0, 
-19, -58, -39, 39, 9, -48, 39, 4, -68, -126, -39, 0, 
-19, -63, -43, 41, 12, -53, 39, 4, -68, -126, -39, 0, 
-29, -73, -43, 51, 7, -58, 39, -9, -78, -126, -29, 4, 
-29, -78, -48, 53, 9, -63, 39, -9, -87, -131, -29, 4, 
-29, -82, -53, 56, 12, -68, 39, -4, -78, -131, -29, 9, 
-29, -102, -73, 65, 21, -87, 39, -4, -63, -131, -29, 19, 
-29, -82, -53, 56, 12, -68, 34, 4, -73, -131, -24, 19, 
-29, -68, -39, 48, 4, -53, 29, -9, -78, -131, -29, 14, 
-29, -34, -4, 31, -12, -19, 9, -24, -97, -141, -43, 0, 
-29, -9, 19, 19, -24, 4, 4, -39, -122, -141, -58, -9, 
-19, -19, 0, 19, -9, -9, 19, -34, -117, -141, -48, -9, 
-19, -19, 0, 19, -9, -9, 19, -24, -107, -141, -48, -9, 
-19, -19, 0, 19, -9, -9, 24, -19, -102, -146, -48, -9, 
-19, -24, -4, 21, -7, -14, 29, -24, -97, -151, -48, -9, 
-29, -39, -9, 34, -9, -24, 29, -24, -92, -146, -58, -9, 
-29, -43, -14, 36, -7, -29, 29, -14, -92, -146, -53, -4, 
-29, -53, -24, 41, -2, -39, 34, -14, -92, -141, -53, -4, 
-29, -68, -39, 48, 4, -53, 39, -14, -78, -136, -53, 0, 
-14, -53, -39, 34, 12, -46, 29, -24, -97, -146, -58, 0, 
-14, -39, -24, 26, 4, -31, 24, -29, -102, -146, -58, -4, 
-19, -43, -24, 31, 2, -34, 24, -29, -102, -146, -58, -4, 
-19, -39, -19, 29, 0, -29, 24, -24, -87, -146, -53, -4, 
-19, -53, -34, 36, 7, -43, 34, -14, -78, -141, -43, 4, 
-24, -58, -34, 41, 4, -46, 34, -14, -92, -141, -43, 4, 
-24, -63, -39, 43, 7, -51, 39, -19, -92, -136, -43, 9, 
-24, -68, -43, 46, 9, -56, 39, -19, -92, -131, -43, 9, 
-24, -68, -43, 46, 9, -56, 39, -14, -78, -122, -43, 0, 
-24, -68, -43, 46, 9, -56, 39, -14, -78, -122, -43, 0, 
-24, -68, -43, 46, 9, -56, 34, -19, -82, -126, -39, 0, 
-19, -63, -43, 41, 12, -53, 34, -19, -97, -131, -39, -4, 
-9, -48, -39, 29, 14, -43, 29, -19, -87, -131, -39, 0, 
-9, -43, -34, 26, 12, -39, 29, -24, -87, -131, -43, 4, 
-9, -29, -19, 19, 4, -24, 29, -24, -87, -131, -43, 9, 
-9, -24, -14, 17, 2, -19, 29, -24, -97, -131, -43, 9, 
-14, -14, 0, 14, -7, -7, 29, -24, -97, -136, -43, 0, 
-14, -24, -9, 19, -2, -17, 29, -19, -97, -136, -43, 0, 
-14, -34, -19, 24, 2, -26, 34, -14, -92, -136, -43, 0, 
-14, -34, -19, 24, 2, -26, 34, -14, -73, -136, -39, 0, 
-24, -39, -14, 31, -4, -26, 34, -14, -82, -136, -48, -4, 
-19, -24, -4, 21, -7, -14, 29, -24, -97, -141, -53, -4, 
-19, -24, -4, 21, -7, -14, 29, -24, -102, -141, -53, -4, 
-19, -34, -14, 26, -2, -24, 29, -24, -102, -141, -53, -4, 
-19, -24, -4, 21, -7, -14, 19, -24, -102, -131, -53, -14, 
-19, -24, -4, 21, -7, -14, 19, -24, -92, -131, -53, -14, 
-19, -24, -4, 21, -7, -14, 19, -24, -92, -131, -53, -14, 
-19, -9, 9, 14, -14, 0, 19, -24, -92, -131, -53, -14, 
-19, -14, 4, 17, -12, -4, 29, -24, -87, -131, -39, 0, 
-19, -29, -9, 24, -4, -19, 29, -19, -87, -122, -34, 0, 
-19, -48, -29, 34, 4, -39, 29, -19, -82, -122, -29, 4, 
-19, -43, -24, 31, 2, -34, 24, -19, -82, -122, -24, 9, 
-29, -29, 0, 29, -14, -14, 14, -34, -82, -136, -39, 4, 
-29, -24, 4, 26, -17, -9, 14, -34, -92, -136, -34, 0, 
-24, -34, -9, 29, -7, -21, 14, -34, -92, -136, -39, 0, 
-24, -29, -4, 26, -9, -17, 14, -34, -87, -141, -43, -4, 
-14, -29, -14, 21, 0, -21, 29, -24, -82, -141, -43, 4, 
-14, -34, -19, 24, 2, -26, 29, -24, -82, -141, -43, 4, 
-19, -39, -19, 29, 0, -29, 24, -24, -82, -136, -39, 4, 
-19, -48, -29, 34, 4, -39, 24, -24, -82, -136, -39, 0, 
-19, -58, -39, 39, 9, -48, 34, -24, -82, -126, -39, 9, 
-19, -48, -29, 34, 4, -39, 24, -19, -82, -126, -39, 19, 
-19, -48, -29, 34, 4, -39, 19, -29, -78, -126, -39, 9, 
-19, -53, -34, 36, 7, -43, 29, -19, -87, -126, -39, 9, 
-19, -58, -39, 39, 9, -48, 29, -19, -87, -126, -39, 9, 
-19, -63, -43, 41, 12, -53, 29, -19, -87, -126, -39, 9, 
-19, -68, -48, 43, 14, -58, 29, -19, -87, -126, -39, 9, 
-9, -53, -43, 31, 17, -48, 29, -24, -78, -117, -34, 9, 
-4, -48, -43, 26, 19, -46, 29, -24, -78, -117, -34, 9, 
-4, -53, -48, 29, 21, -51, 29, -19, -78, -117, -34, 9, 
-4, -48, -43, 26, 19, -46, 29, -19, -78, -122, -34, 9, 
-14, -29, -14, 21, 0, -21, 19, -34, -87, -131, -43, 0, 
-14, -29, -14, 21, 0, -21, 19, -34, -87, -131, -34, 4, 
-9, -43, -34, 26, 12, -39, 24, -29, -87, -126, -34, 4, 
-9, -43, -34, 26, 12, -39, 24, -29, -87, -126, -34, 4, 
-9, -24, -14, 17, 2, -19, 14, -39, -97, -141, -43, 0, 
-9, -19, -9, 14, 0, -14, 24, -39, -97, -141, -43, 0, 
-9, -24, -14, 17, 2, -19, 24, -34, -97, -141, -43, 4, 
-9, -19, -9, 14, 0, -14, 24, -29, -97, -136, -43, 4, 
-9, -34, -24, 21, 7, -29, 29, -19, -92, -126, -43, 9, 
-9, -24, -14, 17, 2, -19, 29, -29, -92, -126, -48, 9, 
-9, -24, -14, 17, 2, -19, 24, -29, -87, -126, -48, 4, 
-9, -29, -19, 19, 4, -24, 24, -24, -82, -126, -48, 4, 
0, -19, -19, 9, 9, -19, 14, -24, -78, -122, -34, 4, 
0, -14, -14, 7, 7, -14, 19, -24, -78, -122, -34, 9, 
0, 0, 0, 0, 0, 0, 19, -19, -73, -117, -34, 9, 
0, 9, 9, -4, -4, 9, 24, -19, -68, -117, -29, 9, 
0, 24, 24, -12, -12, 24, 43, -9, -63, -117, -19, 19, 
0, 29, 29, -14, -14, 29, 43, -9, -63, -112, -19, 19, 
0, 34, 34, -17, -17, 34, 43, -9, -63, -112, -19, 19, 
0, 34, 34, -17, -17, 34, 48, -9, -63, -107, -19, 19, 
14, 19, 4, -17, 4, 12, 58, 0, -58, -102, -19, 19, 
14, 14, 0, -14, 7, 7, 63, 9, -53, -102, -19, 24, 
14, 14, 0, -14, 7, 7, 63, 9, -43, -92, -19, 29, 
14, 19, 4, -17, 4, 12, 63, 9, -43, -92, -14, 34, 
9, 14, 4, -12, 2, 9, 68, 24, -34, -82, -9, 39, 
9, 14, 4, -12, 2, 9, 63, 24, -29, -78, 4, 48, 
19, 19, 0, -19, 9, 9, 63, 24, -24, -73, 14, 58, 
29, 24, -4, -26, 17, 9, 58, 19, -24, -58, 19, 68, 
24, 39, 14, -31, 4, 26, 53, 4, -34, -73, 19, 63, 
19, 53, 34, -36, -7, 43, 39, 0, -39, -78, 14, 58, 
14, 68, 53, -41, -19, 61, 29, -14, -43, -78, 9, 53, 
9, 82, 73, -46, -31, 78, 9, -24, -53, -82, 4, 53, 
4, 68, 63, -36, -29, 65, 4, -34, -48, -78, 9, 63, 
9, 73, 63, -41, -26, 68, 0, -34, -53, -78, 9, 63, 
19, 63, 43, -41, -12, 53, 0, -29, -53, -73, 14, 68, 
29, 48, 19, -39, 4, 34, -9, -29, -48, -68, 14, 68, 
34, 58, 24, -46, 4, 41, -19, -43, -48, -82, 4, 63, 
43, 78, 34, -61, 4, 56, -29, -43, -58, -82, 4, 58, 
48, 87, 39, -68, 4, 63, -34, -43, -58, -78, 4, 53, 
53, 97, 43, -75, 4, 70, -39, -39, -53, -73, 14, 58, 
53, 97, 43, -75, 4, 70, -34, -34, -43, -63, 24, 78, 
58, 97, 39, -78, 9, 68, -34, -34, -43, -63, 24, 78, 
58, 87, 29, -73, 14, 58, -34, -34, -43, -63, 24, 78, 
58, 87, 29, -73, 14, 58, -29, -24, -39, -58, 34, 78, 
53, 87, 34, -70, 9, 61, -24, -19, -48, -53, 43, 78, 
53, 92, 39, -73, 7, 65, -24, -19, -43, -53, 43, 78, 
43, 92, 48, -68, -2, 70, -24, -19, -43, -58, 43, 78, 
39, 78, 39, -58, 0, 58, -19, -24, -53, -68, 34, 73, 
24, 73, 48, -48, -12, 61, -19, -34, -53, -63, 19, 68, 
14, 63, 48, -39, -17, 56, -14, -34, -53, -63, 14, 63, 
4, 58, 53, -31, -24, 56, -9, -34, -48, -63, 14, 58, 
0, 24, 24, -12, -12, 24, 0, -34, -48, -68, 14, 53, 
9, 19, 9, -14, 0, 14, 0, -29, -53, -73, 4, 48, 
4, 14, 9, -9, -2, 12, -4, -29, -63, -82, -4, 39, 
0, 4, 4, -2, -2, 4, -4, -24, -68, -87, -14, 29, 
-4, -9, -4, 7, 0, -7, -4, -19, -73, -97, -24, 19, 
4, -9, -14, 2, 9, -12, 4, -29, -78, -97, -24, 19, 
4, -9, -14, 2, 9, -12, 9, -29, -78, -102, -24, 24, 
-4, -19, -14, 12, 4, -17, 9, -29, -82, -102, -24, 29, 
-9, -14, -4, 12, -2, -9, 19, -34, -82, -112, -29, 34, 
-19, -19, 0, 19, -9, -9, 9, -43, -92, -117, -39, 24, 
-19, -29, -9, 24, -4, -19, 9, -43, -97, -122, -43, 19, 
-19, -39, -19, 29, 0, -29, 9, -43, -102, -126, -48, 9, 
-19, -24, -4, 21, -7, -14, 9, -43, -102, -136, -58, 4, 
-19, -34, -14, 26, -2, -24, 14, -34, -87, -131, -48, 14, 
-19, -43, -24, 31, 2, -34, 19, -34, -87, -126, -43, 14, 
-19, -53, -34, 36, 7, -43, 19, -39, -92, -122, -48, 9, 
-19, -58, -39, 39, 9, -48, 24, -39, -92, -122, -43, 9, 
-19, -39, -19, 29, 0, -29, 14, -39, -92, -122, -39, 9, 
-19, -48, -29, 34, 4, -39, 19, -34, -92, -122, -34, 14, 
-19, -48, -29, 34, 4, -39, 19, -34, -92, -117, -34, 14, 
-14, -48, -34, 31, 9, -41, 24, -34, -92, -117, -34, 14, 
-14, -48, -34, 31, 9, -41, 24, -34, -102, -117, -43, 0, 
-14, -48, -34, 31, 9, -41, 19, -34, -102, -117, -48, 0, 
-14, -48, -34, 31, 9, -41, 19, -34, -107, -126, -53, 0, 
-19, -48, -29, 34, 4, -39, 19, -34, -117, -126, -53, -4, 
-19, -63, -43, 41, 12, -53, 24, -29, -92, -126, -53, -4, 
-14, -82, -68, 48, 26, -75, 34, -14, -102, -146, -73, -9, 
-14, -97, -82, 56, 34, -90, 39, 0, -117, -170, -82, -24, 
-9, -126, -117, 68, 53, -122, 43, 9, -122, -185, -92, -43, 
-4, -146, -141, 75, 68, -143, 58, 29, -126, -185, -102, -48, 
0, -141, -141, 70, 70, -141, 48, 48, -117, -175, -92, -48, 
19, -156, -175, 68, 97, -165, 48, 73, -73, -131, -58, -19, 
53, -165, -219, 56, 136, -192, 43, 126, 9, -39, 14, 24, 
102, -122, -224, 9, 163, -173, 24, 185, 126, 68, 97, 92, 
161, -63, -224, -48, 192, -143, 0, 283, 273, 200, 209, 180, 
219, -48, -268, -85, 244, -158, -14, 395, 424, 361, 356, 283, 
258, -34, -292, -112, 275, -163, 4, 492, 551, 497, 473, 361, 
297, 24, -273, -161, 285, -124, -9, 536, 614, 570, 536, 414, 
351, 112, -239, -231, 295, -63, -73, 483, 619, 634, 590, 468, 
424, 195, -229, -309, 326, -17, -161, 346, 580, 697, 692, 551, 
507, 268, -239, -387, 373, 14, -283, 151, 541, 785, 810, 668, 
580, 322, -258, -451, 419, 31, -414, -87, 478, 839, 917, 795, 
649, 444, -204, -546, 427, 119, -590, -307, 375, 873, 1015, 912, 
702, 595, -107, -649, 405, 244, -761, -492, 287, 907, 1117, 1010, 
717, 692, -24, -705, 370, 334, -902, -678, 219, 936, 1190, 1088, 
663, 771, 107, -717, 278, 439, -1010, -878, 68, 873, 1185, 1112, 
517, 780, 263, -649, 126, 522, -1044, -1093, -283, 580, 980, 1005, 
317, 688, 370, -502, -26, 529, -985, -1312, -780, 73, 585, 756, 
141, 566, 424, -353, -141, 495, -888, -1400, -1132, -341, 239, 531, 
29, 463, 434, -246, -202, 448, -785, -1307, -1180, -497, 68, 390, 
-43, 351, 395, -153, -219, 373, -702, -1190, -1156, -551, -34, 287, 
-87, 263, 351, -87, -219, 307, -673, -1156, -1166, -629, -165, 170, 
-126, 209, 336, -41, -231, 273, -619, -1102, -1117, -678, -263, 48, 
-165, 117, 283, 24, -224, 200, -512, -966, -1010, -663, -302, -19, 
-165, 14, 180, 75, -173, 97, -400, -829, -922, -629, -312, -78, 
-156, -14, 141, 85, -148, 63, -346, -736, -873, -610, -326, -107, 
-146, 0, 146, 73, -146, 73, -326, -629, -790, -556, -312, -102, 
-126, -14, 112, 70, -119, 48, -273, -522, -688, -502, -283, -92, 
-117, -39, 78, 78, -97, 19, -195, -419, -585, -453, -268, -82, 
-102, -43, 58, 73, -80, 7, -131, -336, -497, -405, -239, -68, 
-68, -24, 43, 46, -56, 9, -82, -278, -424, -370, -209, -63, 
-63, 14, 78, 24, -70, 46, -48, -234, -361, -331, -180, -63, 
-53, 14, 68, 19, -61, 41, -29, -190, -302, -273, -136, -43, 
-58, -43, 14, 51, -36, -14, -19, -156, -263, -234, -112, -24, 
-48, -58, -9, 53, -19, -34, 0, -122, -239, -214, -102, -9, 
-39, -19, 19, 29, -29, 0, 4, -97, -214, -190, -97, 0, 
-39, -24, 14, 31, -26, -4, 4, -78, -175, -175, -92, 0, 
-39, -63, -24, 51, -7, -43, 19, -53, -141, -170, -82, -4, 
-39, -87, -48, 63, 4, -68, 39, -34, -107, -156, -68, -4, 
-29, -102, -73, 65, 21, -87, 48, -29, -102, -146, -53, 0, 
-29, -97, -68, 63, 19, -82, 48, -29, -97, -136, -48, 0, 
-34, -92, -58, 63, 12, -75, 53, -24, -97, -136, -43, 0, 
-34, -87, -53, 61, 9, -70, 58, -14, -92, -126, -43, 0, 
-29, -73, -43, 51, 7, -58, 53, -19, -107, -141, -53, -4, 
-29, -63, -34, 46, 2, -48, 53, -14, -102, -146, -73, -9, 
-29, -48, -19, 39, -4, -34, 48, -9, -102, -151, -82, -19, 
-29, -34, -4, 31, -12, -19, 43, -9, -107, -156, -87, -24, 
-34, -39, -4, 36, -14, -21, 34, -19, -102, -146, -78, -19, 
-34, -34, 0, 34, -17, -17, 29, -19, -97, -136, -78, -19, 
-39, -39, 0, 39, -19, -19, 29, -19, -97, -136, -78, -14, 
-39, -53, -14, 46, -12, -34, 29, -19, -92, -136, -68, -14, 
-34, -68, -34, 51, 0, -51, 39, 0, -78, -136, -58, -4, 
-29, -68, -39, 48, 4, -53, 43, 4, -78, -131, -63, -4, 
-29, -63, -34, 46, 2, -48, 53, 9, -78, -131, -63, -4, 
-29, -78, -48, 53, 9, -63, 58, 9, -73, -131, -58, -4, 
-24, -78, -53, 51, 14, -65, 58, 4, -73, -126, -58, -4, 
-24, -63, -39, 43, 7, -51, 53, 4, -78, -126, -58, -9, 
-24, -63, -39, 43, 7, -51, 53, 4, -78, -126, -58, -9, 
-24, -63, -39, 43, 7, -51, 58, 4, -63, -126, -58, -9, 
-34, -78, -43, 56, 4, -61, 78, 9, -53, -122, -48, -4, 
-29, -87, -58, 58, 14, -73, 68, 14, -58, -117, -48, -4, 
-29, -92, -63, 61, 17, -78, 68, 19, -58, -112, -48, -4, 
-29, -102, -73, 65, 21, -87, 73, 24, -53, -107, -43, -4, 
-29, -92, -63, 61, 17, -78, 68, 14, -58, -122, -58, -14, 
-29, -82, -53, 56, 12, -68, 63, 19, -63, -117, -58, -9, 
-29, -68, -39, 48, 4, -53, 58, 14, -68, -122, -63, -9, 
-29, -58, -29, 43, 0, -43, 53, 9, -73, -131, -68, -9, 
-29, -63, -34, 46, 2, -48, 68, 19, -68, -126, -63, -9, 
-29, -63, -34, 46, 2, -48, 68, 19, -68, -122, -68, -9, 
-29, -68, -39, 48, 4, -53, 68, 19, -68, -117, -68, -9, 
-29, -78, -48, 53, 9, -63, 68, 24, -63, -107, -63, -4, 
-24, -78, -53, 51, 14, -65, 58, 29, -63, -117, -63, -14, 
-24, -63, -39, 43, 7, -51, 58, 29, -68, -117, -63, -19, 
-24, -48, -24, 36, 0, -36, 53, 24, -73, -117, -73, -24, 
-24, -34, -9, 29, -7, -21, 53, 24, -73, -122, -73, -29, 
-34, -43, -9, 39, -12, -26, 63, 34, -63, -112, -63, -19, 
-39, -53, -14, 46, -12, -34, 68, 34, -58, -112, -58, -14, 
-39, -73, -34, 56, -2, -53, 68, 34, -53, -112, -58, -14, 
-34, -82, -48, 58, 7, -65, 63, 39, -53, -107, -58, -9, 
-29, -63, -34, 46, 2, -48, 53, 29, -63, -107, -63, -19, 
-29, -63, -34, 46, 2, -48, 53, 29, -58, -112, -63, -19, 
-29, -63, -34, 46, 2, -48, 58, 34, -58, -117, -63, -19, 
-29, -73, -43, 51, 7, -58, 58, 34, -58, -122, -63, -19, 
-34, -73, -39, 53, 2, -56, 58, 34, -53, -117, -58, -14, 
-34, -68, -34, 51, 0, -51, 53, 34, -53, -112, -53, -14, 
-34, -63, -29, 48, -2, -46, 53, 34, -53, -112, -48, -9, 
-34, -63, -29, 48, -2, -46, 53, 39, -53, -107, -43, -4, 
-34, -73, -39, 53, 2, -56, 63, 48, -43, -97, -48, -4, 
-34, -78, -43, 56, 4, -61, 63, 48, -34, -97, -48, -4, 
-34, -82, -48, 58, 7, -65, 63, 53, -34, -97, -48, -4, 
-34, -87, -53, 61, 9, -70, 63, 53, -34, -97, -48, -4, 
-39, -63, -24, 51, -7, -43, 53, 48, -43, -102, -63, -9, 
-39, -58, -19, 48, -9, -39, 58, 48, -43, -107, -63, -14, 
-39, -53, -14, 46, -12, -34, 58, 48, -43, -112, -63, -19, 
-39, -48, -9, 43, -14, -29, 53, 48, -43, -117, -63, -24, 
-34, -48, -14, 41, -9, -31, 53, 58, -29, -102, -53, -14, 
-29, -48, -19, 39, -4, -34, 53, 58, -29, -102, -48, -14, 
-24, -34, -9, 29, -7, -21, 53, 58, -29, -102, -48, -14, 
-19, -34, -14, 26, -2, -24, 53, 63, -29, -102, -48, -9, 
-9, -53, -43, 31, 17, -48, 68, 63, -19, -92, -48, -9, 
-9, -63, -53, 36, 21, -58, 68, 63, -19, -92, -48, -9, 
-14, -48, -34, 31, 9, -41, 68, 63, -19, -97, -48, -9, 
-14, -48, -34, 31, 9, -41, 68, 68, -19, -97, -48, -9, 
-19, -53, -34, 36, 7, -43, 58, 68, -19, -87, -39, -9, 
-19, -53, -34, 36, 7, -43, 58, 68, -19, -87, -39, -4, 
-24, -48, -24, 36, 0, -36, 58, 73, -14, -82, -39, -4, 
-24, -34, -9, 29, -7, -21, 58, 73, -9, -82, -34, -4, 
-24, -34, -9, 29, -7, -21, 48, 63, -14, -87, -43, -4, 
-24, -34, -9, 29, -7, -21, 48, 63, -19, -92, -43, -4, 
-24, -34, -9, 29, -7, -21, 48, 73, -19, -92, -43, -4, 
-24, -39, -14, 31, -4, -26, 48, 73, -24, -97, -43, -4, 
-24, -39, -14, 31, -4, -26, 58, 82, -14, -92, -43, 4, 
-24, -39, -14, 31, -4, -26, 58, 82, -14, -92, -43, 4, 
-24, -39, -14, 31, -4, -26, 58, 92, -14, -87, -39, 4, 
-24, -39, -14, 31, -4, -26, 58, 92, -9, -87, -39, 9, 
-14, -48, -34, 31, 9, -41, 68, 107, 0, -82, -29, 19, 
-14, -53, -39, 34, 12, -46, 68, 112, 4, -78, -29, 19, 
-14, -48, -34, 31, 9, -41, 68, 112, 14, -73, -24, 19, 
-9, -48, -39, 29, 14, -43, 73, 112, 19, -68, -24, 19, 
-19, -34, -14, 26, -2, -24, 63, 117, 14, -68, -34, 14, 
-24, -29, -4, 26, -9, -17, 63, 122, 9, -68, -39, 9, 
-24, -19, 4, 21, -14, -7, 63, 122, 9, -73, -48, 4, 
-24, -4, 19, 14, -21, 7, 63, 126, 4, -87, -53, 0, 
-24, 0, 24, 12, -24, 12, 53, 126, 4, -78, -43, -4, 
-24, 0, 24, 12, -24, 12, 53, 126, 4, -78, -34, -4, 
-24, -9, 14, 17, -19, 2, 58, 136, 4, -78, -34, 4, 
-24, -4, 19, 14, -21, 7, 58, 131, 4, -78, -34, 4, 
-19, 0, 19, 9, -19, 9, 68, 141, 9, -78, -34, 14, 
-19, 0, 19, 9, -19, 9, 68, 146, 9, -78, -34, 14, 
-19, 19, 39, 0, -29, 29, 68, 151, 14, -78, -39, 14, 
-19, 9, 29, 4, -24, 19, 68, 156, 19, -78, -39, 14, 
-19, -4, 14, 12, -17, 4, 68, 156, 19, -73, -34, 24, 
-19, -4, 14, 12, -17, 4, 73, 156, 19, -73, -34, 24, 
-14, -4, 9, 9, -12, 2, 73, 165, 19, -73, -34, 19, 
-14, -4, 9, 9, -12, 2, 73, 170, 19, -73, -34, 19, 
-9, -14, -4, 12, -2, -9, 78, 190, 24, -68, -29, 24, 
-9, -29, -19, 19, 4, -24, 82, 195, 29, -68, -24, 29, 
-9, -39, -29, 24, 9, -34, 87, 219, 34, -63, -19, 34, 
-9, -39, -29, 24, 9, -34, 92, 209, 39, -58, -14, 39, 
-14, -4, 9, 9, -12, 2, 78, 209, 24, -73, -24, 29, 
-14, 24, 39, -4, -26, 31, 73, 200, 14, -82, -39, 19, 
-14, 29, 43, -7, -29, 36, 63, 195, 9, -87, -48, 9, 
-14, 58, 73, -21, -43, 65, 58, 185, 9, -92, -58, 9, 
-9, 63, 73, -26, -41, 68, 63, 195, 14, -92, -43, 19, 
-9, 58, 68, -24, -39, 63, 68, 200, 19, -92, -39, 19, 
-9, 48, 58, -19, -34, 53, 68, 204, 19, -92, -34, 19, 
-9, 43, 53, -17, -31, 48, 68, 219, 19, -87, -29, 14, 
-9, 48, 58, -19, -34, 53, 73, 219, 9, -97, -39, 14, 
-9, 53, 63, -21, -36, 58, 73, 214, 4, -97, -39, 14, 
-9, 63, 73, -26, -41, 68, 68, 209, 4, -102, -39, 14, 
0, 82, 82, -41, -41, 82, 68, 204, 0, -107, -43, 9, 
-9, 68, 78, -29, -43, 73, 78, 204, -4, -107, -48, 19, 
-9, 43, 53, -17, -31, 48, 78, 209, -4, -107, -48, 24, 
-9, 39, 48, -14, -29, 43, 78, 214, -4, -107, -43, 24, 
-9, 53, 63, -21, -36, 58, 78, 219, -14, -112, -43, 24, 
-19, 53, 73, -17, -46, 63, 68, 209, -14, -102, -34, 24, 
-19, 34, 53, -7, -36, 43, 73, 209, -14, -107, -34, 24, 
-24, 43, 68, -9, -46, 56, 73, 209, -14, -122, -39, 24, 
-24, 48, 73, -12, -48, 61, 63, 209, -24, -126, -48, 19, 
-24, 58, 82, -17, -53, 70, 63, 195, -39, -136, -58, 9, 
-19, 58, 78, -19, -48, 68, 63, 195, -43, -141, -58, 9, 
-19, 58, 78, -19, -48, 68, 58, 190, -48, -141, -58, 9, 
-19, 53, 73, -17, -46, 63, 58, 190, -53, -141, -58, 9, 
-9, 53, 63, -21, -36, 58, 68, 185, -48, -151, -58, 14, 
-14, 53, 68, -19, -41, 61, 68, 180, -53, -151, -63, 14, 
-14, 63, 78, -24, -46, 70, 63, 180, -63, -146, -63, 14, 
-14, 63, 78, -24, -46, 70, 63, 180, -63, -141, -58, 14, 
-24, 68, 92, -21, -58, 80, 53, 165, -63, -151, -68, 9, 
-24, 82, 107, -29, -65, 95, 48, 156, -68, -151, -68, 9, 
-24, 87, 112, -31, -68, 100, 43, 156, -78, -151, -63, 19, 
-24, 92, 117, -34, -70, 104, 39, 151, -87, -156, -63, 19, 
-14, 78, 92, -31, -53, 85, 43, 146, -78, -146, -58, 29, 
-14, 82, 97, -34, -56, 90, 39, 141, -78, -146, -53, 29, 
-14, 78, 92, -31, -53, 85, 39, 136, -87, -146, -48, 29, 
-14, 68, 82, -26, -48, 75, 39, 131, -87, -146, -34, 39, 
-4, 78, 82, -36, -43, 80, 39, 141, -82, -131, -34, 53, 
-4, 73, 78, -34, -41, 75, 39, 136, -78, -126, -29, 63, 
-4, 73, 78, -34, -41, 75, 24, 117, -73, -122, -24, 63, 
0, 68, 68, -34, -34, 68, 19, 112, -68, -112, -14, 63, 
0, 73, 73, -36, -36, 73, 9, 107, -82, -112, -14, 63, 
4, 117, 112, -61, -53, 114, -4, 87, -87, -117, -19, 58, 
4, 112, 107, -58, -51, 109, -4, 73, -102, -112, -24, 53, 
4, 92, 87, -48, -41, 90, -4, 68, -97, -112, -14, 58, 
19, 82, 63, -51, -21, 73, -4, 73, -82, -97, -9, 63, 
19, 97, 78, -58, -29, 87, -4, 63, -82, -92, -4, 68, 
24, 87, 63, -56, -19, 75, -4, 58, -82, -92, 0, 73, 
24, 73, 48, -48, -12, 61, -9, 58, -82, -92, 4, 78, 
24, 63, 39, -43, -7, 51, 0, 53, -73, -82, 14, 78, 
34, 58, 24, -46, 4, 41, 0, 43, -73, -82, 14, 78, 
34, 58, 24, -46, 4, 41, 0, 39, -63, -82, 19, 78, 
